Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_VEA,Predicted_Covariance,Future_Cov_45_VEA,Beta_Predicted
2013-04-11,6.716170407401359e-05,0.8842759111157008,7.476797628582353e-05,1.048267367466596,6.266231865659897e-05,7.563443056544639e-05,0.9330066817176615
2013-04-12,6.98842565011876e-05,0.8880908393974833,7.788370472785712e-05,1.0654766223104826,6.551946849613056e-05,7.784806884125705e-05,0.9375426136932162
2013-04-15,9.593981606210937e-05,0.8860119491482429,9.279954452740852e-05,1.1058534055502671,8.360109042923603e-05,6.674520295772684e-05,0.8713909809365746
2013-04-16,8.836558039441448e-05,0.8835954875093196,9.747055919442781e-05,1.1221149784588027,8.200338600940634e-05,6.883575017365539e-05,0.9280014417761886
2013-04-17,8.959564094882932e-05,0.880659853520811,0.00011190899619264598,1.1790149329567,8.818285169617201e-05,8.379039742719223e-05,0.9842314956654622
2013-04-18,9.719405369416862e-05,0.8848821916293111,0.00010957539831140114,1.186496594268915,9.131914398701408e-05,8.322878054797352e-05,0.9395548443154705
2013-04-19,7.72897485213767e-05,0.8885851838053725,0.00010623866703176603,1.2590476315542287,8.05195466833012e-05,9.136659432936103e-05,1.0417881830865474
2013-04-22,7.797978274745508e-05,0.8810481841402849,0.00010178446104860397,1.2685870724741612,7.849308737860351e-05,9.406637896904824e-05,1.0065825347681567
2013-04-23,8.499754389235151e-05,0.8765790331441987,0.00010346947743376499,1.242937433070146,8.220540903740909e-05,9.192555745077476e-05,0.9671504054460841
2013-04-24,7.773768893068322e-05,0.8835505427588123,9.94341268787506e-05,1.2506864804617972,7.768102419646363e-05,9.334581977205801e-05,0.9992710777101939
2013-04-25,6.90805921567358e-05,0.8802120253306969,9.594140570049338e-05,1.2420458721058394,7.165860708856273e-05,9.287830848513197e-05,1.037318946629434
2013-04-26,7.034557142953508e-05,0.8812185581800284,9.278210646135553e-05,1.2522029876606746,7.119248127805211e-05,9.436902793063491e-05,1.012039277403061
2013-04-29,6.776168711759701e-05,0.886750219414148,9.587222377142026e-05,1.2434961937162463,7.147263774664805e-05,9.26278070292839e-05,1.0547647319142286
2013-04-30,5.8041023931509805e-05,0.8985084117524605,7.64674981062968e-05,1.242602088795154,5.985881575401444e-05,9.243297648661676e-05,1.0313190860424808
2013-05-01,6.311211636341748e-05,0.8996784611650996,8.493179055770467e-05,1.2349760181543947,6.58686610357278e-05,9.244007068802985e-05,1.0436769487563584
2013-05-02,6.214021471172626e-05,0.9051284358556596,8.54347408974365e-05,1.252078429200161,6.594985380599176e-05,9.232504016512622e-05,1.0613071440441384
2013-05-03,7.476459886581012e-05,0.9038250262681465,0.00010116919895948735,1.246068975555026,7.860614930044324e-05,9.05634805954955e-05,1.0513819440338075
2013-05-06,7.535412832838797e-05,0.901829049439935,0.00010837756430604514,1.247252324957485,8.149809155500378e-05,9.052932472454051e-05,1.0815345272105181
2013-05-07,7.392273390092128e-05,0.9029731076251346,0.00011071570956038002,1.2958816512214688,8.168991614459442e-05,9.840916793152769e-05,1.105071631334462
2013-05-08,6.958015556766957e-05,0.903668409369908,0.00011228102351763438,1.288838961814628,7.98739164232007e-05,9.742174836155702e-05,1.147941043988038
2013-05-09,7.111722928104653e-05,0.8933113127299108,0.00011642894690088744,1.2871595909007885,8.128693204743872e-05,9.724821063162384e-05,1.1429991419688579
2013-05-10,7.562958883543677e-05,0.8954188425501982,0.00012262525210107923,1.2820837539276166,8.623072855193798e-05,9.722592335658896e-05,1.1401718544254993
2013-05-13,7.357910230951406e-05,0.8967633946930547,0.00012578554096956266,1.2832201614823155,8.62721210922075e-05,9.742295119476761e-05,1.1725084756987065
2013-05-14,7.590263764609063e-05,0.8979336846841676,0.0001280956372964762,1.307988903257208,8.854007126140821e-05,9.720241074906614e-05,1.1664953156732423
2013-05-15,7.650099964197039e-05,0.884634527747211,0.00012869041775978875,1.310674232570124,8.777494106235249e-05,9.674027319523176e-05,1.1473698575593114
2013-05-16,7.639729836462006e-05,0.8781951286322237,0.0001339175310544092,1.311117773578861,8.882776627068656e-05,9.604558054732441e-05,1.1627082131457034
2013-05-17,7.425705624970095e-05,0.886443325277429,0.0001346444484844692,1.3165340726532655,8.863679914497902e-05,9.409911002943152e-05,1.1936481678848665
2013-05-20,7.217439206379002e-05,0.891775957360813,0.0001391292238205386,1.3111835001774286,8.936274644496393e-05,9.41724484039319e-05,1.2381503174419854
2013-05-21,7.13709588975209e-05,0.8953871006247357,0.00013208311239451372,1.3101640576685611,8.693511767591215e-05,9.420047936694145e-05,1.2180741161224873
2013-05-22,7.35750525384875e-05,0.896763072326197,0.00013916134814259554,1.31370866562984,9.074074076921169e-05,9.266784887950755e-05,1.2333085419374281
2013-05-23,7.454058968752127e-05,0.9014807003910721,0.00015501188185858527,1.30673124490852,9.690257992835522e-05,9.221264836583112e-05,1.2999974957882248
2013-05-24,7.630250921850573e-05,0.9013141190228916,0.00015270556343797086,1.3042560865338897,9.729107771647791e-05,9.199468759719975e-05,1.27507048867643
2013-05-28,7.438631671877e-05,0.8999509952061953,0.0001526606830551772,1.3137418173959092,9.590229265928922e-05,9.172936416321292e-05,1.2892464217829738
2013-05-29,7.273626036607267e-05,0.9002083413315155,0.00014395827419910788,1.3135356361736508,9.211637368857335e-05,9.383136893427343e-05,1.266443631071531
2013-05-30,7.309916508279677e-05,0.899946690232738,0.00014196907861984786,1.3149321156608909,9.16790014222275e-05,9.36942970136082e-05,1.2541730308189707
2013-05-31,7.696255068093324e-05,0.9019990744860917,0.00016427952415793085,1.3110658514932616,0.00010142325312879849,8.659263364783317e-05,1.31782603657814
2013-06-03,7.835861755638394e-05,0.9022824683813949,0.00016170188231966296,1.297667813027338,0.00010156485184944927,8.632252688545126e-05,1.2961542076258172
2013-06-04,7.696792659140356e-05,0.9014817550308983,0.00014821198879770355,1.3161414395650377,9.628386221167293e-05,8.71030648731716e-05,1.250960841426989
2013-06-05,8.390672708275947e-05,0.9014182313279391,0.00016784171399420098,1.301698312331391,0.00010697312449703083,7.967660494677934e-05,1.2749052217412835
2013-06-06,8.864935953499249e-05,0.8987571527305159,0.0001630578404525846,1.3115677739973988,0.00010805652675814127,7.883321713577722e-05,1.2189205576323223
2013-06-07,8.584609796353898e-05,0.8956100973239697,0.00016309409832264955,1.3338016146201648,0.00010597376988618403,7.597741423916648e-05,1.2344622807572894
2013-06-10,7.344670994631798e-05,0.8956414390578727,0.00015534007872554183,1.3375397869542704,9.566699062643929e-05,7.634559026316852e-05,1.302536093126051
2013-06-11,7.540176794643908e-05,0.8927172908747903,0.00015478904489282116,1.3261178873757873,9.64439127134541e-05,7.302227501504441e-05,1.279066994582436
2013-06-12,7.564969572692771e-05,0.8990353904637495,0.0001487238556136035,1.3046447215071644,9.536097850632025e-05,7.591693334771611e-05,1.2605599743658487
2013-06-13,7.668406692361186e-05,0.8971068872432069,0.00014639250275893002,1.322682765286234,9.505088775348618e-05,7.091494143207399e-05,1.2395128684055094
2013-06-14,7.978958283363962e-05,0.8955786225156311,0.00014655710221677957,1.3091543022884495,9.684567942604838e-05,7.022478951349036e-05,1.213763451150892
2013-06-17,6.406673037804978e-05,0.8950876113743509,0.00015117409645854215,1.2797932547653406,8.808876419580642e-05,6.764498137010606e-05,1.3749533287559021
2013-06-18,5.269216623890948e-05,0.8956247293218421,0.0001288939000511458,1.3043094664943096,7.381001362484348e-05,6.82466965962433e-05,1.4007777416131346
2013-06-19,5.313666894497608e-05,0.8944008300906892,0.00013264562056051877,1.295527696661377,7.508891246826238e-05,6.440547070808562e-05,1.413127957757725
2013-06-20,6.610900161714408e-05,0.8895876476896744,0.0001696369804476617,1.208701420671642,9.420616178862027e-05,4.2062214175262315e-05,1.425012622852706
2013-06-21,6.524441916700448e-05,0.8898905370582189,0.00016417505914639416,1.226766638922075,9.210047369809124e-05,4.304779778840749e-05,1.4116222486760746
2013-06-24,5.5679700730278476e-05,0.88189600684996,0.00018372408016096312,1.05685755659644,8.919671561984865e-05,3.966962247902682e-05,1.6019611177856727
2013-06-25,5.683904438603972e-05,0.8697029901612953,0.00017424909114518053,1.0276615810946466,8.655249825123055e-05,3.694184844811129e-05,1.5227648386095805
2013-06-26,5.616484134519195e-05,0.8641883947762614,0.00015543787119062528,1.0639342863124064,8.074564683672935e-05,3.62308017443698e-05,1.4376546768905218
2013-06-27,5.600093181678947e-05,0.8539516057638245,0.0001487355885736936,1.0706707928860797,7.793603987213376e-05,3.6070134604278826e-05,1.3916918405412673
2013-06-28,5.651835513949762e-05,0.8514101994665226,0.00014041836207013945,1.1122900261654285,7.58482485871559e-05,3.736570786289703e-05,1.3420108989362585
2013-07-01,4.0959150997653995e-05,0.8435372877813678,0.00013272259393079652,1.0982425116817247,6.219452973837145e-05,3.7667922173410086e-05,1.518452610063469
2013-07-02,4.708768430286185e-05,0.8376275712184537,0.0001353355170148314,1.0926535514237528,6.686679751291186e-05,3.742683582522525e-05,1.4200485435391839
2013-07-03,4.5307854285029834e-05,0.8332379836429671,0.0001401315957091715,1.0919551554044886,6.639323660139856e-05,3.740246790477466e-05,1.4653802888947567
2013-07-05,5.048108536897671e-05,0.8305864618181015,0.0001453295333432035,1.1657299548293991,7.114200970325741e-05,3.933659667291949e-05,1.4092805093881347
2013-07-08,5.858594159480322e-05,0.8267723519864275,0.00014992811447212806,1.1791181917696392,7.74861694176571e-05,4.031882798008073e-05,1.322606879882091
2013-07-09,6.185296409698371e-05,0.8270468133697534,0.00013412535147673494,1.1911804903310592,7.532962187526902e-05,3.972783056842147e-05,1.217882165794905
2013-07-10,6.043816195282401e-05,0.8274258152371718,0.00012522017676130134,1.196966034081894,7.198165816613977e-05,4.019755539834712e-05,1.1909968112916178
2013-07-11,6.428746384905295e-05,0.8317780512301203,0.0001374759428908314,1.0968396231826192,7.819589525194744e-05,3.261698862928305e-05,1.2163474893884678
2013-07-12,6.999194674271863e-05,0.8311293748565658,0.0001304990793443414,1.104582645683747,7.943216364391306e-05,3.359586886689983e-05,1.134875758433973
2013-07-15,7.060701256657018e-05,0.8316904638157888,0.000126225505850537,1.0865365298463974,7.851618688739135e-05,3.316054296346472e-05,1.1120168384601203
2013-07-16,3.5042919617133015e-05,0.8264689122392828,0.00011390919543621059,1.1875652378263757,5.221629527509631e-05,3.8986902340991277e-05,1.4900669192405696
2013-07-17,3.792838595062833e-05,0.8231365513762374,0.00010481429976246653,1.1932841694350174,5.189963892603937e-05,3.9231535099691266e-05,1.3683587536152348
2013-07-18,3.7451029819475974e-05,0.8194909631051187,9.967348448576695e-05,1.1592034225390409,5.0068648820209536e-05,4.143964688953467e-05,1.3369098009201317
2013-07-19,4.0860668714576163e-05,0.8190425784003952,9.399087979053882e-05,1.1610597796816609,5.0757716034467005e-05,4.20483841390837e-05,1.24221452147601
2013-07-22,3.950888193740232e-05,0.8168545234510344,8.953172228539959e-05,1.159364139343626,4.858257812119839e-05,4.2044995113864804e-05,1.2296621857883092
2013-07-23,3.3171208880188284e-05,0.8225977991971967,8.491513793095119e-05,1.157935545023645,4.365768997361547e-05,4.2094524050409045e-05,1.3161320147029765
2013-07-24,3.471216593235655e-05,0.8225722253472755,8.19499734884575e-05,1.1588906640883831,4.38721892469757e-05,4.213417560142078e-05,1.2638850981661371
2013-07-25,3.488954269695917e-05,0.8230105347729373,7.994942512742387e-05,1.156382199078012,4.3467103931677916e-05,4.247503009023203e-05,1.245849058820319
2013-07-26,3.343176772700175e-05,0.8259881826232306,7.791763226703226e-05,1.1700946633537403,4.215716307645384e-05,4.3680737296362217e-05,1.2609911453292635
2013-07-29,3.360094972876798e-05,0.821338676002664,7.479616518979788e-05,1.1366069260600449,4.117538951817254e-05,4.380481503725593e-05,1.2254233838789261
2013-07-30,3.816574763863081e-05,0.8260174265010019,7.292075975416542e-05,1.1372567800905784,4.357643416841846e-05,4.3857211934138394e-05,1.1417681262533694
2013-07-31,3.750748633018741e-05,0.8288570229985796,7.238884257756634e-05,1.1223203704731992,4.318912623460855e-05,4.543995421423806e-05,1.151480156638712
2013-08-01,4.226173154810077e-05,0.8293985854276601,7.449962618031017e-05,1.0933531031999455,4.6538671384149157e-05,4.2364354290650206e-05,1.1012012447048112
2013-08-02,4.130983358011611e-05,0.8352084498997199,7.63306535085864e-05,1.0961028463521665,4.689981099230582e-05,4.4097487857303215e-05,1.1353183232110713
2013-08-05,3.7225611971094185e-05,0.8393641653169107,7.247513285005856e-05,1.0660065591099823,4.3597928737820715e-05,4.587354982727916e-05,1.1711809807633158
2013-08-06,4.1983018398946586e-05,0.8409002493445339,7.909407782335547e-05,1.074722354630976,4.845663973406941e-05,4.5662407565169884e-05,1.1541961865058576
2013-08-07,4.81253999850549e-05,0.8350790512489538,8.579605182159972e-05,1.0178356497157914,5.365972178462551e-05,5.3837197974375906e-05,1.1149979387452211
2013-08-08,4.5117615842124565e-05,0.8467759936088779,8.501982634754198e-05,1.006176618943613,5.244471322363295e-05,5.385406474355201e-05,1.1623999239487155
2013-08-09,4.7210405389653165e-05,0.8457970988732765,9.029465787532796e-05,1.006290568809206,5.5222502610998245e-05,5.3989579467204324e-05,1.1697104092883102
2013-08-12,4.729046229109182e-05,0.854094829784452,9.247490987164887e-05,1.0018884727385546,5.648131910813864e-05,5.496917064457178e-05,1.1943490583888439
2013-08-13,5.1414947954433665e-05,0.8561380816579534,9.508489756049433e-05,0.965076954166958,5.9861044016033746e-05,5.68829281207014e-05,1.1642731617483189
2013-08-14,5.361675369996386e-05,0.854641752992484,8.96219276193689e-05,0.9866414461759492,5.9243608625738724e-05,5.831706184544596e-05,1.1049458338574993
2013-08-15,5.120699157562921e-05,0.8536880186468064,8.961956773083105e-05,1.0120693702901096,5.7831604203898606e-05,5.5517196765287966e-05,1.1293692994732036
2013-08-16,4.9139520575593413e-05,0.8551457796719165,8.29395016635737e-05,1.0202950794118777,5.459292013778863e-05,5.5544658788934526e-05,1.1109778748005086
2013-08-19,5.1240075352845624e-05,0.8605499182040497,8.068581669618569e-05,1.022865805749077,5.533240501316738e-05,5.47926387531792e-05,1.0798658009798279
2013-08-20,5.687877447837599e-05,0.8672642409104848,7.749890695140305e-05,1.0503888393654623,5.758035574656149e-05,5.683731007904065e-05,1.0123346762411736
2013-08-21,5.746511661394483e-05,0.8699256188548696,8.160720770076099e-05,1.0334051134612414,5.957287037399482e-05,5.470877862488628e-05,1.0366788389939245
2013-08-22,5.43081375808944e-05,0.87072253146973,8.131023598917417e-05,1.02093509364225,5.786085518908829e-05,5.290001195596045e-05,1.0654177765330648
2013-08-23,4.6628310947370826e-05,0.8441509834145628,5.108784983519714e-05,1.0160038228040376,4.1200623185052e-05,5.2545018907818907e-05,0.883596732284705
2013-08-26,5.7057237442025364e-05,0.8514767991827104,6.0193610143742656e-05,1.0020463007268174,4.990032621053793e-05,5.159621439308406e-05,0.8745661102369455
2013-08-27,6.26349019454684e-05,0.8465670441564573,4.0958992915533224e-05,0.9837433512381688,4.287895510858307e-05,4.4539807402232944e-05,0.6845856507592942
2013-08-28,6.352118414260544e-05,0.8387407926777288,4.3300980763072476e-05,0.9981066008097388,4.398817306454526e-05,4.555905990483534e-05,0.6924961122543236
2013-08-29,6.345432123592429e-05,0.8433119628977193,5.023192750813988e-05,0.9949725377670612,4.7611162348276406e-05,4.543129233720505e-05,0.7503218286940185
2013-08-30,6.533098257867051e-05,0.8422171608027099,5.6791357936218424e-05,0.973825574785126,5.1300879165437215e-05,4.4028628613271096e-05,0.785245792127212
2013-09-03,6.741624909395761e-05,0.8414064885542922,7.423090975358681e-05,0.9682265715995796,5.952241467848498e-05,4.4102165885951127e-05,0.8829090238397713
2013-09-04,5.29054408502055e-05,0.8376296114721739,7.480710351351891e-05,0.9734751567254732,5.269550980191582e-05,4.362424271810918e-05,0.9960319573012525
2013-09-05,5.526096611110341e-05,0.8356036191683938,7.416752489081711e-05,1.0048577970088517,5.3495400342769917e-05,4.9538103475110274e-05,0.9680503999010117
2013-09-06,5.903493096893949e-05,0.8349127582115344,7.528259461579467e-05,0.9675522829122232,5.565996343634527e-05,5.0896736395589366e-05,0.9428310073849343
2013-09-09,5.950680039687122e-05,0.8480420379035207,8.04797688863969e-05,0.948868427951838,5.868728802954099e-05,4.849343806756344e-05,0.9862282569073682
2013-09-10,6.058865375686932e-05,0.8528302170362383,8.203497532085698e-05,0.9375471885653672,6.0125369308774335e-05,4.73102077589647e-05,0.9923536104638657
2013-09-11,5.2548421709793746e-05,0.8552667027363319,7.926708665304405e-05,0.9233476486904824,5.5198573067784784e-05,4.750504279614607e-05,1.050432558614736
2013-09-12,5.463125330927889e-05,0.8578851571586439,7.84466713950537e-05,0.9205356220717744,5.6161279824961874e-05,4.733665107450754e-05,1.0280064326370326
2013-09-13,5.629719144726608e-05,0.8440117044189624,5.218526825054861e-05,0.9268157877648736,4.574733443640961e-05,4.7831977226016345e-05,0.8126042038750977
2013-09-16,5.4138744378514925e-05,0.8515450755735483,5.412877465417463e-05,0.9106581599813358,4.609733614298506e-05,4.7047328715073375e-05,0.8514666653643131
2013-09-17,5.7555509167455784e-05,0.8495843455868596,5.48613272786542e-05,0.9168874485246352,4.774007609016706e-05,4.735425840019207e-05,0.8294614500111351
2013-09-18,6.204530316157312e-05,0.8564148615693333,8.064022564556251e-05,0.8462457172572116,6.0577942372128736e-05,4.182279777007413e-05,0.9763501713316928
2013-09-19,6.178297806302708e-05,0.8539628649133831,8.244068787463074e-05,0.8419267986455755,6.0945859777637764e-05,4.249585421101867e-05,0.9864506647035476
2013-09-20,6.675064824066973e-05,0.8489361840298948,8.37186342240918e-05,0.8546078987444112,6.346201479642493e-05,4.0165647628311235e-05,0.9507325616915716
2013-09-23,6.644616634370019e-05,0.8464594633034608,8.239430445466333e-05,0.859294817540055,6.263105469700995e-05,3.9797880809744876e-05,0.9425834196820905
2013-09-24,6.687102886618699e-05,0.8434008930558056,8.00448581261331e-05,0.8603619724261923,6.170491789278059e-05,3.9597437432041754e-05,0.9227451549497749
2013-09-25,5.221698153901886e-05,0.8472941173042542,7.343773988778729e-05,0.8691537193564262,5.246862994665946e-05,3.9643088388785874e-05,1.004819282927194
2013-09-26,5.0374063840171386e-05,0.849676301098773,6.79963455079897e-05,0.8647995072308201,4.972786174284593e-05,3.942614450601719e-05,0.9871719284079254
2013-09-27,5.122431082106018e-05,0.8510949299969077,6.40886197826412e-05,0.8809196656672245,4.876480869204373e-05,3.975296172226875e-05,0.9519856472523734
2013-09-30,5.1567877421329924e-05,0.8556813256582366,6.070006889908044e-05,0.8841427748414661,4.787362063699733e-05,3.9642610398117736e-05,0.928361278977045
2013-10-01,5.3629225784131454e-05,0.8543499244446792,5.621270674971774e-05,0.8889363681083914,4.690874327468579e-05,3.9057947771167634e-05,0.8746861918816995
2013-10-02,4.9785428743887e-05,0.8544098523333579,5.4126781197981496e-05,0.8916354675336621,4.435304836550482e-05,3.973183984248306e-05,0.89088412984594
2013-10-03,5.1677659876475144e-05,0.8542514731355332,5.3850328766905384e-05,0.9235872419012916,4.50641657464887e-05,4.0687480349285466e-05,0.8720241174659485
2013-10-04,4.988490741732951e-05,0.8418543770276361,4.8354492863121787e-05,0.9330346219053736,4.134661650183407e-05,4.038138870682659e-05,0.8288401972150533
2013-10-07,5.300164613196136e-05,0.8403514051582761,4.9062903828239464e-05,0.9236996392543568,4.285309898502524e-05,3.831375816191064e-05,0.80852392543302
2013-10-08,5.7418241986777646e-05,0.8410356184550625,5.003709304068375e-05,0.9387449945270312,4.5080151819192094e-05,3.870079158222991e-05,0.7851189841300473
2013-10-09,4.671951297786224e-05,0.8472795772769235,4.9621295321954145e-05,0.949719500657948,4.079528206695464e-05,3.966778970354576e-05,0.8731957905101716
2013-10-10,5.493659376391755e-05,0.8498170445491635,5.55206223482298e-05,0.9598484944168848,4.693355641423393e-05,3.1460535143054585e-05,0.8543222868153134
2013-10-11,5.397060840252837e-05,0.8480197456682628,5.419573771998797e-05,0.9662635628542032,4.586349932565879e-05,3.1618147749977917e-05,0.8497865909458641
2013-10-14,5.390763459317086e-05,0.8469502120938553,5.366367160230481e-05,0.964605591538928,4.555365314668249e-05,3.17671484778852e-05,0.8450315709540208
2013-10-15,5.553151341989191e-05,0.8462896193766272,5.380707898397331e-05,0.9749376394474234,4.626030339641748e-05,3.594235773467606e-05,0.8330459688110464
2013-10-16,4.144281603770634e-05,0.8449110879610662,5.237017838259982e-05,1.0053249829216253,3.9362046051276955e-05,3.362608832753905e-05,0.9497917809316766
2013-10-17,4.1583055321708076e-05,0.846656008729312,5.397133414109866e-05,0.9797300403002372,4.010945582005455e-05,3.2096849577495606e-05,0.9645625005124565
2013-10-18,4.3823960134694674e-05,0.8496497057987275,5.120147441586875e-05,0.995376094790236,4.024731890419531e-05,3.229488415353578e-05,0.9183861700424513
2013-10-21,4.4710412594374516e-05,0.8532005943878358,5.0632840833515335e-05,0.9976022364150456,4.0594914922082816e-05,3.237589057733263e-05,0.907952142834631
2013-10-22,4.4371990394003997e-05,0.8522978606952712,4.9928631142755883e-05,0.9870414125437076,4.011628270964538e-05,3.189033512552209e-05,0.904090223436682
2013-10-23,3.6244305626284386e-05,0.8556273865031104,5.282518947816847e-05,0.9602090963977614,3.743907416646993e-05,3.0293248538988604e-05,1.032964310380362
2013-10-24,4.040389782719303e-05,0.8549323334749935,4.982948344718091e-05,0.9473364948045726,3.836070384471254e-05,2.98159960136448e-05,0.9494307704860753
2013-10-25,3.967999624918889e-05,0.8506065282192418,4.9334752733378415e-05,0.957629484709838,3.7634920298911573e-05,3.0165489232661934e-05,0.9484607826715932
2013-10-28,4.081308187982178e-05,0.8499186518724705,4.8902187469245064e-05,1.007284780978834,3.797005257573496e-05,3.4284083711910666e-05,0.9303402445211463
2013-10-29,4.2024721372673885e-05,0.8466767607226033,4.7635875931519755e-05,1.0146403187695137,3.788236974843534e-05,3.407757176991018e-05,0.9014305987301069
2013-10-30,3.243679795796633e-05,0.8388565774043009,4.056969368815646e-05,1.0247141786810874,3.043039336060595e-05,3.3959502868181853e-05,0.9381441842699638
2013-10-31,3.3498134377451295e-05,0.8501967285082993,4.246861156061435e-05,1.01913714096424,3.2067401621496256e-05,3.4102471424704164e-05,0.9572891809485929
2013-11-01,3.528785039280735e-05,0.8518537284550214,4.408228366870794e-05,1.0255658250049622,3.359770966521233e-05,3.4279701908161186e-05,0.9521041744175066
2013-11-04,3.477448195487655e-05,0.8546047596481634,4.080896653709724e-05,1.0230264115476533,3.2193888829816424e-05,3.403377372529878e-05,0.925790609090634
2013-11-05,3.766596277267884e-05,0.859175805144805,3.766452937602707e-05,1.0180749447366555,3.236106811605094e-05,3.356055283954909e-05,0.8591594568113408
2013-11-06,3.8333959556374354e-05,0.8628614902154361,3.8631791081714184e-05,0.9562647826013508,3.320514253101451e-05,3.549011275670103e-05,0.8662069589284835
2013-11-07,4.0431492315281525e-05,0.8744918778210417,4.681023284686014e-05,0.9009964082441372,3.8043990673280655e-05,3.174810468588984e-05,0.9409494553556588
2013-11-08,4.3778322206368926e-05,0.8745885360316883,4.7046452317297925e-05,0.9532096910406136,3.969143282999841e-05,3.066918575141806e-05,0.9066458198853506
