Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Predicted_Covariance,Future_Cov_45_GM,Future_Beta_45d_GM,Beta_Predicted
2013-04-25,7.327542310126822e-05,,,,0.00012113040118645605,1.6198563177347924,
2013-04-26,6.852562376632663e-05,,,,0.00012299495121939654,1.632046538588002,
2013-04-29,7.295011851337268e-05,,,,0.00012195357645804855,1.6371844805493825,
2013-04-30,6.029825695677332e-05,,,,0.00012198002911617493,1.6398112960583788,
2013-05-01,5.684354908628695e-05,,,,0.00011985237014041088,1.6011974216451763,
2013-05-02,6.255747983489777e-05,,,,0.00011370798307839355,1.5420660807260724,
2013-05-03,7.310315617537954e-05,,,,0.00010862471054952306,1.4945746442649177,
2013-05-06,7.679109259496799e-05,,,,0.00010910910709048182,1.5032321063557927,
2013-05-07,7.47645111133197e-05,,,,0.00011582570515782881,1.525227874685965,
2013-05-08,7.194980532174376e-05,,,,0.00011485780429840576,1.5195088954765612,
2013-05-09,6.968323302584534e-05,,,,0.00011354826805426496,1.502904180004451,
2013-05-10,7.626889916991667e-05,0.7669001075157126,0.00029507486287620255,0.00011504788645620976,0.00011535972383638888,1.5212077466805307,1.508450858847442
2013-05-13,7.501680912949801e-05,0.7637094448955598,0.0002993026182972657,0.00011443601165921587,0.00011551734380120764,1.5215530093134282,1.5254715974611814
2013-05-14,7.31376529153188e-05,0.7669319918505476,0.0003016271451217458,0.00011391018984997999,0.00011347364329109927,1.5269401766185169,1.5574766937335134
2013-05-15,7.677490514425173e-05,0.7655777317389392,0.0003097632755545525,0.00011806302350445153,0.00011088712317142615,1.5023411684119716,1.5377814310890245
2013-05-16,7.221301917371304e-05,0.7667334337371988,0.000304855886429758,0.0001137625832828141,0.00011089270112840645,1.513795747613633,1.5753749751018016
2013-05-17,7.341220665778642e-05,0.7684140256405634,0.0003113952593824296,0.00011618108310522191,0.00010522395365061587,1.4721809823386782,1.5825853545964654
2013-05-20,7.374579600602582e-05,0.7673509131756031,0.00030766080320063525,0.00011558426958444125,0.00010417316037875563,1.4504255901268306,1.5673336765528543
2013-05-21,7.37677775306134e-05,0.7633112583950443,0.00030416481446041664,0.00011433771389636967,0.00010428833596445207,1.4504685149472718,1.5499682615342436
2013-05-22,7.513532441872237e-05,0.7637663454290553,0.00030031555292724945,0.0001147285521304024,0.00010276420682829986,1.4568400007045912,1.5269588974026458
2013-05-23,7.186153337151397e-05,0.767209084193882,0.0002810669726935756,0.0001090352401469569,0.00010253794972718788,1.45304950103813,1.517296320178142
2013-05-24,7.230418030600994e-05,0.7612179783679817,0.00026613095490357033,0.00010559380422733546,0.00010247865115012707,1.4528926397093926,1.4604107781933942
2013-05-28,7.142426622280064e-05,0.766638144539689,0.0002666298439728429,0.00010579562218104613,9.839826363381403e-05,1.4092533495040949,1.4812279884126158
2013-05-29,7.057915920817545e-05,0.7648317017132482,0.00026056684730746296,0.00010372028470188342,0.00010239710089947901,1.433446432680208,1.4695596528141852
2013-05-30,7.069234369113045e-05,0.7660777226298519,0.000261135665788603,0.00010408595212340464,0.0001015947478363898,1.4258092644970284,1.4723794217118873
2013-05-31,7.651169284422826e-05,0.776944429041791,0.0002682085783996275,0.00011129872637429114,9.378277489717551e-05,1.419929022207804,1.45466297028464
2013-06-03,7.50636486357956e-05,0.7824077229659292,0.0002639836439072935,0.00011013781935362961,9.571496895245968e-05,1.4388623562808562,1.4672590708721318
2013-06-04,7.426481844812437e-05,0.7784365344793658,0.00026283994002594544,0.00010875780956505852,9.887106598770127e-05,1.4939578453394189,1.4644593744079275
2013-06-05,7.989149800421871e-05,0.7871480210294146,0.00027581304186609286,0.00011684606441734991,9.014968485112199e-05,1.4727998602136188,1.4625594379414415
2013-06-06,7.453582653974053e-05,0.787600449187937,0.0002702399100990431,0.00011177977598556645,8.820311302593282e-05,1.467457054452269,1.4996784925430247
2013-06-07,7.795790746714731e-05,0.7934596921293509,0.00026765782385769504,0.00011461591543209548,8.390208141069266e-05,1.472921035497485,1.4702282187396634
2013-06-10,7.156339031111209e-05,0.7927008589842364,0.00025762609357322984,0.0001076340560662713,8.353705667184573e-05,1.4635309858564478,1.5040379668758972
2013-06-11,7.147662890428055e-05,0.7983738179404909,0.00026342390512833105,0.0001095508896333589,7.84967332670044e-05,1.4255365512029623,1.5326812597732655
2013-06-12,6.506489678247427e-05,0.8033811583582483,0.00026266379558301933,0.00010502558819029763,8.547240212875007e-05,1.468856990851651,1.614166676409561
2013-06-13,6.436962712816727e-05,0.8079908207471654,0.0002587677656871721,0.00010428023750801269,7.571925600080063e-05,1.4122913012413147,1.6200223950401147
2013-06-14,6.92923395231949e-05,0.8247105905259965,0.00022867000143118185,0.00010381229237047817,7.433047431343284e-05,1.3856938684006783,1.4981784867536196
2013-06-17,6.346605459467988e-05,0.818264942822556,0.00022912935307507808,9.867452850950757e-05,7.810631663418057e-05,1.4777140174831211,1.5547607164126298
2013-06-18,5.7443334516258544e-05,0.8064009744497393,0.00021905774127897016,9.04586636646487e-05,7.784845022728016e-05,1.4878151712465746,1.5747460419284265
2013-06-19,5.80361580930028e-05,0.8069610902869535,0.0002172992868001715,9.062146371135862e-05,7.694911918578121e-05,1.5478454554072791,1.5614655878174766
2013-06-20,5.363100366323708e-05,0.8206001552949749,0.00023335073256159492,9.180030865103611e-05,5.681055675800709e-05,1.632510366107514,1.7117022315575883
2013-06-21,5.832196142890483e-05,0.8196089873334595,0.00023385070838577313,9.571766983526429e-05,5.655578680615162e-05,1.6117143281708106,1.6411942858256794
2013-06-24,4.844791840635527e-05,0.8230091694017644,0.0002404254371149112,8.882443261780481e-05,6.295453131798976e-05,1.6772020500215463,1.8334003924130011
2013-06-25,5.369960824387168e-05,0.8258837464172769,0.00023718787358720052,9.320746977080154e-05,6.105367680304828e-05,1.6984130646085691,1.7357197346302538
2013-06-26,5.1141552349220395e-05,0.8272292873595055,0.00023201549734832045,9.010966025318111e-05,5.6905427264135217e-05,1.6710542474533725,1.7619656837529443
2013-06-27,5.616572593172909e-05,0.8304228422534536,0.00023372861751763384,9.514608436299169e-05,5.593406967949656e-05,1.6602925215030302,1.6940239404836366
2013-06-28,5.5561982109651544e-05,0.830155713356046,0.00023850031283870755,9.556368824788015e-05,5.66339588544546e-05,1.6858609452070226,1.7199474284284038
2013-07-01,3.3584604165414436e-05,0.8296847208200948,0.0002341837812120275,7.358031052895313e-05,6.264868418765773e-05,1.8265793361009148,2.1908940824952894
2013-07-02,3.9180490470807964e-05,0.8277994078554506,0.0002254532744802122,7.780156252923783e-05,6.2882736860191e-05,1.8358229927421192,1.9857220160938285
2013-07-03,4.13858625463811e-05,0.8256042297986348,0.00021631506042630948,7.811623323049459e-05,6.290542570778983e-05,1.836507261483845,1.8875100921951258
2013-07-05,4.384223165634729e-05,0.8251220256485007,0.0002041266586026162,7.805745183833831e-05,6.124465827850388e-05,1.8149697423542648,1.7804169379465768
2013-07-08,4.420806323887762e-05,0.8228498883097431,0.0001894252357075984,7.52991852527129e-05,6.345115681361445e-05,1.8556197448180671,1.7032907514141673
2013-07-09,3.8569980999889553e-05,0.8205043273281902,0.00017898457541604102,6.817315468133004e-05,6.133891460223772e-05,1.8391570173063103,1.7675184927243095
2013-07-10,3.79946525056692e-05,0.8179951752539882,0.00018204554164849205,6.803024017860435e-05,6.139396338444213e-05,1.8281332817534064,1.7905214468918627
2013-07-11,4.080854379910766e-05,0.8195263862358315,0.00019332179507664093,7.279120344071526e-05,5.4335568191963105e-05,1.827189039995575,1.7837245994135902
2013-07-12,4.098831468485211e-05,0.8158785552571481,0.0001940262780260096,7.275884988654021e-05,5.4877068962837024e-05,1.8042771348611184,1.7751120153625006
2013-07-15,4.212063159828935e-05,0.8134418321669932,0.00019344077203779718,7.342567514748865e-05,5.590595638526029e-05,1.8318114970406365,1.7432235073718765
2013-07-16,3.495115877350406e-05,0.8115589775900139,0.00019867317020597707,6.76270567760234e-05,6.07113242294753e-05,1.8493046091924463,1.934901707101352
2013-07-17,3.70794416790671e-05,0.8100320240857336,0.00019802855782233771,6.941170209375265e-05,6.106846482513298e-05,1.857486130541545,1.871972687575241
2013-07-18,3.6718420196210045e-05,0.8057408283723008,0.00019887744341682287,6.885415116494494e-05,6.269527023122823e-05,1.7537932218096133,1.8751937255746054
2013-07-19,3.695274546418018e-05,0.8036797834674948,0.00019681942791999527,6.853941316035611e-05,6.205931259715112e-05,1.7136109576270075,1.8547854103775372
2013-07-22,3.728714346701978e-05,0.8011530664120908,0.00020108680743483777,6.937242014780087e-05,6.146317680242188e-05,1.694808213959494,1.8604916788318817
2013-07-23,3.553669436843709e-05,0.7998057176714664,0.00019291374488047996,6.622235238924558e-05,6.173028091543444e-05,1.6980756544646478,1.8634921893034264
2013-07-24,3.579590278777711e-05,0.7943943970875091,0.0001964039107633791,6.660823073273736e-05,6.240194554567485e-05,1.7163509450840084,1.8607780652338077
2013-07-25,3.719357691372538e-05,0.7920652509883734,0.00019615433096923542,6.765406317844666e-05,6.413087856641595e-05,1.7459624214013556,1.8189716825401805
2013-07-26,3.2648475588409376e-05,0.7852454181281525,0.00019928450798568123,6.333935469503796e-05,6.567899102737399e-05,1.7593713305289982,1.9400401872828708
2013-07-29,3.529812742238353e-05,0.782104996022945,0.00019894292998455916,6.553980551662376e-05,6.4916767489578e-05,1.6844003903070903,1.8567502103543074
2013-07-30,3.84149484514284e-05,0.7778254230683824,0.00020219059936070862,6.855083371982256e-05,6.489793622530159e-05,1.6828616031713564,1.7844832931768155
2013-07-31,3.9555003624011874e-05,0.7752481606128012,0.00019864254716990217,6.871912113252152e-05,6.894605084888329e-05,1.7028969036050807,1.737305393414389
2013-08-01,4.565591284295148e-05,0.7736818634427043,0.0002026610156515287,7.442109211959667e-05,6.653593811183198e-05,1.7171812394399275,1.6300428024644362
2013-08-02,4.649706848336353e-05,0.7700675281933417,0.00020168327910595956,7.457212929373242e-05,6.852325891208519e-05,1.7032385014291418,1.6038028143734273
2013-08-05,4.460791556036353e-05,0.7618682959500442,0.000198798955423917,7.17452107161732e-05,7.517944038128841e-05,1.7470149325355693,1.608351563055831
2013-08-06,3.992820915704748e-05,0.7566198292075647,0.00020585796927551935,6.859642414232013e-05,7.282535320466885e-05,1.7140365400411826,1.7179940095112582
2013-08-07,7.890716484878897e-05,0.756760119051021,0.0002085512446974234,9.707845359200502e-05,8.216629487195816e-05,1.553420075196777,1.230286929938973
2013-08-08,6.994518212442207e-05,0.7491663210861278,0.00020613134364075785,8.99557989430658e-05,8.303872568487517e-05,1.5514450886643143,1.286089995205786
2013-08-09,7.286652508371166e-05,0.7442673886126919,0.00020793767632848407,9.161352901825922e-05,8.307401546408185e-05,1.5483839492655416,1.2572786874770043
2013-08-12,6.756761468533342e-05,0.7373518547745527,0.0002064147639605988,8.707920378904246e-05,8.599149826277839e-05,1.5673129110872397,1.288771317362256
2013-08-13,5.428891240463353e-05,0.7336037381222347,0.00021075161605883444,7.846980313548983e-05,9.021651820548311e-05,1.5306153442127317,1.4454112204464145
2013-08-14,5.6499010911128286e-05,0.7287007023027751,0.00020978822676903056,7.933414883938977e-05,9.142064182216492e-05,1.5467067681976836,1.4041688086218123
2013-08-15,5.527390174977903e-05,0.7271411812406673,0.0002186230471882169,7.993312168468705e-05,8.22190762008222e-05,1.498840242748502,1.446127723107707
2013-08-16,5.387713124806854e-05,0.7202690454096329,0.0002136104035619973,7.726951433687098e-05,8.191836697641879e-05,1.5047514659707877,1.4341801901273472
2013-08-19,5.795164348954564e-05,0.7148699895773333,0.0002202980703080248,8.077282837974061e-05,8.203464168872559e-05,1.5314179382427775,1.3937970265556294
2013-08-20,5.844676940270895e-05,0.721872334470835,0.00022390538523774144,8.25796281459256e-05,8.281737711385862e-05,1.5305166360783886,1.412903210730722
2013-08-21,5.843087253002454e-05,0.7194607251374796,0.00022954769207071178,8.332297008329581e-05,8.221217569601774e-05,1.5529223076896128,1.4260093419019293
2013-08-22,5.4767685642516564e-05,0.715514663659383,0.00023538111084284348,8.123936817936511e-05,7.985770618538911e-05,1.541200686500962,1.4833449181993257
2013-08-23,4.447395756842042e-05,0.6972785535119541,0.0002316169195663948,7.076920827417228e-05,7.982263947653601e-05,1.5434404352721791,1.5912505237542274
2013-08-26,5.275555259944373e-05,0.6982002412397766,0.0002401580300901787,7.858915859568639e-05,7.989348958300187e-05,1.5516056096459316,1.4896850610662555
2013-08-27,6.461298746933891e-05,0.6989553285739812,0.00024371100816837046,8.770955429599205e-05,6.026861672666665e-05,1.331142958427057,1.3574601288574262
2013-08-28,7.403494806398228e-05,0.69690232427207,0.0002446542647958928,9.379219428304229e-05,6.103722670326829e-05,1.337201842946426,1.2668637817100306
2013-08-29,6.652020900146866e-05,0.6930458559063046,0.00024359582762600805,8.822134937635958e-05,6.121718066292794e-05,1.3406929555745313,1.3262337972271223
2013-08-30,6.718220268322374e-05,0.693518900520642,0.0002449101479148527,8.895877854000992e-05,5.9826680592445024e-05,1.3232470201868354,1.3241420344531822
2013-09-03,7.040120650764277e-05,0.6960530045286258,0.0002470424979833273,9.179482505243911e-05,6.117032570589884e-05,1.34294390200729,1.3038814191696253
2013-09-04,5.143068771093349e-05,0.6811161140330093,0.0002595688171265294,7.869707300335492e-05,5.2680848393369816e-05,1.1755733498355456,1.5301578980563573
2013-09-05,5.437399785456801e-05,0.6805780040244478,0.0002589477674368954,8.07568977221004e-05,5.8631606379422465e-05,1.1893153489640191,1.485211698762664
2013-09-06,5.636684072485202e-05,0.6811751583809681,0.00025735262968916943,8.204175717518939e-05,6.41311399380395e-05,1.2191396786335096,1.455496815506592
2013-09-09,5.758817107861073e-05,0.6801211334748071,0.00025414787603745875,8.228035471530188e-05,6.24687446690768e-05,1.222322481398149,1.4287717976489493
2013-09-10,5.769641695187235e-05,0.6830125261479655,0.00025289840866774774,8.250421540249962e-05,6.0504144323388644e-05,1.199011652959765,1.4299712141799166
2013-09-11,5.122980566726384e-05,0.6758057890664784,0.0002444306905079274,7.56242584715345e-05,6.870203034772931e-05,1.3353499849280064,1.476176953758364
2013-09-12,5.294994537912587e-05,0.6779289931745759,0.00023499751390820912,7.562207677396799e-05,6.866584300274612e-05,1.335315301543503,1.4281804491488674
2013-09-13,5.2660514340010186e-05,0.6684661967124959,0.0002253309739283057,7.281694355795292e-05,6.925022725032849e-05,1.34182627698276,1.3827617232866327
2013-09-16,5.322360591044686e-05,0.6701183208357495,0.000217500778191763,7.209979776104225e-05,6.967369196527495e-05,1.3486188877685494,1.3546582672800513
2013-09-17,5.4270856792302796e-05,0.669735576575656,0.000213606744564526,7.210978306805449e-05,6.989224873814324e-05,1.35327482220491,1.3287017624214434
2013-09-18,5.739323374013291e-05,0.6745446117114227,0.0002204681695415427,7.587766769669956e-05,6.511899757419706e-05,1.317622821701277,1.3220664310406538
2013-09-19,5.911002358930835e-05,0.6743902759197221,0.00022219316043683253,7.728713509723777e-05,6.639467519922958e-05,1.3154096411387353,1.3075131831146356
2013-09-20,5.93725606475139e-05,0.6764897004122956,0.0002268063981511126,7.850218223204331e-05,6.1871870230528e-05,1.3164530421221934,1.3221963374310086
2013-09-23,5.938206172497407e-05,0.6726860662571874,0.000229856094767677,7.859014316656071e-05,6.305152000667208e-05,1.361375110367433,1.3234660583283246
2013-09-24,5.850333098503615e-05,0.6680160041832757,0.00023256734257496957,7.792046392485872e-05,6.366678986926904e-05,1.3833340857972731,1.3318979041516292
2013-09-25,4.802783806838305e-05,0.6657440336380853,0.00023016903021844386,6.999664844759956e-05,6.35787329945753e-05,1.393930051873454,1.4574182653805248
2013-09-26,4.804587628127313e-05,0.6666988771601371,0.0002260158848716724,6.947479351510454e-05,6.416505315700127e-05,1.407439328569022,1.4460094995121107
2013-09-27,4.888146014869393e-05,0.66457090095687,0.000226054604973961,6.985863341741274e-05,6.102170853493822e-05,1.3522319030364989,1.429143753171606
2013-09-30,5.001282676411673e-05,0.6650220852358654,0.000223658824758111,7.033472416049355e-05,6.259443811919311e-05,1.3960337034458634,1.4063337089947774
2013-10-01,5.061352584259788e-05,0.661530607841538,0.0002205344725166545,6.989103658360894e-05,6.259632669202938e-05,1.4246562987012628,1.380876661328868
2013-10-02,4.546782487827386e-05,0.6593640774677814,0.00022221799267225557,6.62776318362651e-05,6.151438478562313e-05,1.3804648225660137,1.4576820424927541
2013-10-03,4.6413505257038564e-05,0.6644711563056602,0.00022351111281677745,6.767805645069187e-05,6.193433556778353e-05,1.4058811623375145,1.4581543901045604
2013-10-04,4.589842021490595e-05,0.6604106419077709,0.00022326076771388067,6.685272874493503e-05,6.108661597928802e-05,1.4114405043746898,1.456536596072733
2013-10-07,4.699897646210946e-05,0.6626917620330643,0.00022339365768148602,6.790334855233146e-05,5.8753317974284345e-05,1.4164733824466094,1.4447835604904098
2013-10-08,5.014117431120631e-05,0.6651910765560775,0.00022825806744895607,7.11634071614226e-05,5.195383135157268e-05,1.2602170946339144,1.4192608796862167
2013-10-09,4.295777486385195e-05,0.6654857489302402,0.00022426305627014243,6.53188480068437e-05,5.255772210314432e-05,1.2583280783868762,1.520536112819198
2013-10-10,5.339440357694592e-05,0.6760944917696072,0.00022675408997502802,7.439313011361486e-05,4.511368893023731e-05,1.37640082091355,1.3932757954006916
2013-10-11,5.575128136743365e-05,0.6774595344444493,0.00022662249074422946,7.614866436952243e-05,4.736487619877783e-05,1.447490042487111,1.365863931766125
2013-10-14,5.501221821539027e-05,0.6772598476330933,0.00022713246831416737,7.570499190455232e-05,4.777314280232964e-05,1.4506256582832773,1.3761486876995812
2013-10-15,5.674920135680631e-05,0.6783380193725297,0.00023056029225198267,7.759224059896867e-05,3.999872363974726e-05,1.0849666984595925,1.3672833933135609
2013-10-16,4.074925828604759e-05,0.6825156997739676,0.0002325364786382421,6.643822876108823e-05,3.902940852197962e-05,1.1668689820119793,1.63041565799092
2013-10-17,4.331000512730972e-05,0.6821305666184966,0.0002352048377849006,6.884695766402397e-05,3.729887283147355e-05,1.1385175387417072,1.5896317135416724
2013-10-18,4.389412370256947e-05,0.6772704308818323,0.00022798160731413942,6.775092239137161e-05,3.72780510311795e-05,1.148964668224215,1.5435078018747554
2013-10-21,4.537559227030445e-05,0.6740110969686772,0.0002331145829797139,6.932069712023036e-05,3.66257408523187e-05,1.1285533875078158,1.5277089212915138
2013-10-22,4.151721312514804e-05,0.6723259422115602,0.00023902043773806192,6.69748091319337e-05,3.836250715305285e-05,1.1873623497535308,1.613181716461728
2013-10-23,3.35627382556412e-05,0.6711908504314513,0.0002430228371676422,6.061753389908988e-05,3.6984158669080435e-05,1.1722917577150307,1.806096196245291
2013-10-24,3.8875099990020254e-05,0.6659088992114163,0.0002475539639250244,6.532591790561228e-05,3.6586670522843295e-05,1.1624595131357918,1.680405141655772
2013-10-25,3.370032416492097e-05,0.6610968741852811,0.00024735277352369665,6.035879140873314e-05,3.703006264209407e-05,1.1755512908547792,1.7910448313005027
2013-10-28,3.661436564012045e-05,0.6564274748377413,0.00024783341610396285,6.253057739520646e-05,3.7247253465123995e-05,1.0943442987699352,1.7078153970988956
2013-10-29,3.7813677043200304e-05,0.651077053327984,0.00025186634560256464,6.353922525125724e-05,3.756123451218745e-05,1.1183643956836693,1.6803238991718985
2013-10-30,3.220201193422566e-05,0.6130913035443079,0.00027124542060674034,5.72991087144395e-05,3.991074068984573e-05,1.204290357997776,1.7793642469133917
2013-10-31,3.295551180032805e-05,0.6055202217811194,0.00029349899813303494,5.9551950871338326e-05,3.830697712243661e-05,1.1447869175622756,1.8070406926815055
2013-11-01,3.336885974072741e-05,0.5978153878356027,0.00030836346929095167,6.064140214197e-05,3.791528912517132e-05,1.1343338071064304,1.8173051945181051
2013-11-04,3.421132077738614e-05,0.5870756065619118,0.0002947503116213121,5.895302472096996e-05,3.7890649596680576e-05,1.1389608334643004,1.7232022436251047
2013-11-05,3.593371085807408e-05,0.5779776435308481,0.0002855487736552421,5.854667346511626e-05,3.624633156713798e-05,1.099549288819652,1.6292966149907444
2013-11-06,3.4691441139481624e-05,0.5738606976247242,0.0002657710430160847,5.51025228222623e-05,4.1950356717824024e-05,1.130333088030124,1.5883607314183106
2013-11-07,3.696430066720789e-05,0.5726002062352981,0.00026829451762388595,5.702281412784254e-05,3.7673244051968376e-05,1.0691491008222052,1.542645555267576
2013-11-08,4.145887884699229e-05,0.5679886300503725,0.0002722248934168904,6.034097691644027e-05,3.0682123046603534e-05,0.9536117869829928,1.4554415988703904
2013-11-11,4.0695218993361676e-05,0.5566607529122847,0.00027130941856437946,5.8491765870623715e-05,3.122283175473935e-05,0.9674954536226112,1.4373129649496434
2013-11-12,4.0755807421487185e-05,0.5461908722081609,0.00027038566174245363,5.73364787336984e-05,3.2448870461264e-05,0.9930023251687194,1.4068296608809079
2013-11-13,3.6582677825431305e-05,0.5322276864083737,0.0002880275076875318,5.463264060548655e-05,2.4387841818723195e-05,0.7717509928543473,1.4934019009266564
2013-11-14,3.7575297911967195e-05,0.5241942630964853,0.0002855528265135154,5.4298359871859825e-05,2.4237397055305754e-05,0.7773951391475977,1.4450546739262597
2013-11-15,3.743398217665633e-05,0.5184698937862724,0.00028259768532549654,5.3326227101861063e-05,2.5565712411794203e-05,0.785210076318128,1.4245405912255595
2013-11-18,3.45367852498865e-05,0.5126211796188923,0.0002826368761004981,5.064678859797708e-05,4.5732201803181094e-05,1.064486355655617,1.4664592616692234
2013-11-19,3.2990985498518356e-05,0.5074243428466645,0.0002837148786909294,4.9091917793933865e-05,4.519458726700806e-05,1.0414756828157845,1.4880403556340749
2013-11-20,4.339548629038353e-05,0.5008112393495878,0.0002711182929637298,5.432200076185542e-05,4.4912564506267204e-05,1.021120692990838,1.2517891929671316
2013-11-21,4.248957216871293e-05,0.4996403442427144,0.0002713999803830064,5.3654182723709466e-05,4.521491241885626e-05,1.0152682651999474,1.2627611902201634
2013-11-22,4.384639835410051e-05,0.490478116255552,0.00027245243069906524,5.360828838048546e-05,5.0141184671074995e-05,1.0768941964874326,1.2226383555508618
2013-11-25,5.033171221102968e-05,0.4916188679593015,0.0002724529885681435,5.756986125947999e-05,5.269526729445063e-05,1.114826135799376,1.1438089174892832
2013-11-26,4.9532877029934095e-05,0.4924862903109514,0.00027090937403704895,5.7049643990128546e-05,6.375992592444113e-05,1.0907389342370817,1.1517530862512158
2013-11-27,5.426976776284914e-05,0.4842143328558503,0.00028131668863321327,5.9829361823810516e-05,6.450024446531324e-05,1.082640410531559,1.1024436678125469
2013-11-29,5.501856574627197e-05,0.4847837522273952,0.00027780369065136056,5.993378336628531e-05,6.466683675334238e-05,1.085332362302548,1.0893374364333805
2013-12-02,5.1747222419929206e-05,0.4831438709768073,0.00027400948790393413,5.753111576925932e-05,6.582166255821454e-05,1.0329108693140503,1.111772054205997
2013-12-03,5.071721507363045e-05,0.48234182239967266,0.0002781911527391274,5.72933578298031e-05,7.114639934147299e-05,1.063565397960629,1.1296629309520547
2013-12-04,4.920249454589213e-05,0.4817522040078368,0.00027556888021689765,5.609605973603025e-05,6.985478310281043e-05,1.0430861507030378,1.1401060099444422
2013-12-05,6.386661586759319e-05,0.480138777302398,0.0002738630529401111,6.349952214395395e-05,7.409955608841136e-05,1.0726833292880782,0.994252181383772
2013-12-06,6.414387575523893e-05,0.47953824786319554,0.0002744983626035729,6.363129033265908e-05,6.681684859027503e-05,1.006274305487467,0.9920088174195183
2013-12-09,5.955112359945544e-05,0.47766232881743487,0.00027525109899010573,6.115479329085739e-05,6.487321364330444e-05,0.9706249582926244,1.0269292935963448
2013-12-10,5.771334112862373e-05,0.47479627203831626,0.0002729170394792599,5.9588264202386544e-05,6.689381485933669e-05,0.9967909767814468,1.0324868225803154
2013-12-11,5.609377789156324e-05,0.4719133077585835,0.00026162756652361004,5.716909543239116e-05,6.612642716249397e-05,1.034236874600681,1.0191699967669614
2013-12-12,6.324005236460833e-05,0.47117492974050706,0.0002648393838252424,6.097749360039151e-05,6.698771196057966e-05,1.033936447986873,0.9642226930621102
2013-12-13,5.210254391150348e-05,0.4622554135703368,0.00026115181815635657,5.3921007341131644e-05,6.885180872212741e-05,1.052887867837846,1.0349016246254086
2013-12-16,5.332329230682978e-05,0.4592256582817246,0.00027221894070110367,5.5327849872577316e-05,6.393016797629656e-05,0.9870370390710068,1.037592531875433
2013-12-17,5.531771949871088e-05,0.45883463075614817,0.0002711032322044545,5.6189565092291625e-05,6.424435249512642e-05,0.9887782840541764,1.0157606929837566
