Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_AET,Predicted_Covariance,Future_Cov_45_AET,Beta_Predicted
2013-03-22,6.109938216174091e-05,0.4340402800299851,0.00022334465859064116,0.9988173226699,5.070330040953765e-05,5.3895938661761245e-05,0.829849641937737
2013-03-25,6.90847351937948e-05,0.4191456984132984,0.000217340739855763,1.0291600376032048,5.136019129761309e-05,5.627450146574669e-05,0.7434376227040422
2013-03-26,6.986579653938218e-05,0.4261174030422156,0.0002166907354987835,1.0575754520576814,5.2430228543334124e-05,5.69116185254996e-05,0.7504420065372057
2013-03-27,7.055738009628346e-05,0.4146493012896281,0.0002148896935991413,1.1868644837940834,5.105754801413679e-05,7.044428513821574e-05,0.7236315739680673
2013-03-28,6.270856611580808e-05,0.44881653975586444,0.0002239366835077574,1.15240981642907,5.318570364818043e-05,6.881808455386705e-05,0.8481409629102165
2013-04-01,6.402944972186006e-05,0.4513894987521292,0.00022884544443036047,1.2073039100346652,5.464022408585268e-05,7.235115534168874e-05,0.8533608257326342
2013-04-02,6.542705634015262e-05,0.4770240892588249,0.00023608377134712107,1.184329441271791,5.928598895370935e-05,7.651678617823015e-05,0.9061387179866979
2013-04-03,7.110557547624629e-05,0.4572860383546428,0.0002356573191889732,1.262424383819123,5.919434729232352e-05,7.998680922207917e-05,0.8324853135053822
2013-04-04,7.401898593142035e-05,0.4510614540724584,0.00023513361182856497,1.2589890457497577,5.950653171691994e-05,8.330911205965151e-05,0.8039360573252596
2013-04-05,6.689999650423111e-05,0.4769623433082504,0.00023995909856009713,1.2417108044428111,6.043183069936644e-05,8.12621275723763e-05,0.9033159021995526
2013-04-08,6.996145604142163e-05,0.503221391247832,0.00024439582993816724,1.147162588679327,6.580144177014174e-05,7.772102970703961e-05,0.9405384835213135
2013-04-09,6.721931982262908e-05,0.5088654973536657,0.0002540700497840087,1.131776668915346,6.650078907583364e-05,7.864472253610849e-05,0.9893106513322149
2013-04-10,6.60928416800098e-05,0.5053287660537777,0.00025769327914376065,1.0823021219903644,6.59481747019455e-05,7.706037802292227e-05,0.9978111551207812
2013-04-11,6.786935264400559e-05,0.47819398521221035,0.0002587886064747978,1.1026175127412827,6.337435300362266e-05,7.955589413149715e-05,0.9337698170784021
2013-04-12,7.03054677152204e-05,0.4980713239699134,0.00026139607846407313,1.119672327628057,6.752049588062027e-05,8.180782817348343e-05,0.9603875498577019
2013-04-15,8.660177500528317e-05,0.5597414792996197,0.0002644548841231104,1.124658425421903,8.470844005821151e-05,6.788020409047806e-05,0.9781374579567664
2013-04-16,8.873786892326793e-05,0.5686647773860182,0.0002646434993509185,1.0823788989497098,8.714479285135368e-05,6.63981542993669e-05,0.9820473931677152
2013-04-17,8.92862384210096e-05,0.5731252358377147,0.0002669967096991253,0.9565241972368652,8.84901130268663e-05,6.7978394840353e-05,0.9910834479285671
2013-04-18,8.84988058069485e-05,0.567716408099662,0.000266644394845189,0.9061783711555568,8.721001896831805e-05,6.356539172090717e-05,0.9854372403460243
2013-04-19,7.825806509621888e-05,0.5500145593494906,0.0002655574562475006,0.7901893521771735,7.928992165045513e-05,5.734247710281537e-05,1.013185306242463
2013-04-22,7.859260407575907e-05,0.5337232897511405,0.0002638361797201359,0.7887787263209075,7.685536131446413e-05,5.848834518557405e-05,0.9778955948625861
2013-04-23,7.958136556689035e-05,0.5191397409143077,0.00025577835057091,0.7992441005772924,7.406650650986825e-05,5.911074647042533e-05,0.9307016282299565
2013-04-24,7.895788968860065e-05,0.514238919380315,0.0002506654620052784,0.8024984707403994,7.234523938426594e-05,5.989500869108788e-05,0.9162509239999432
2013-04-25,7.327542310126822e-05,0.5087700020398427,0.00024401969609696227,0.8102634683904167,6.803197908501644e-05,6.0590274531330057e-05,0.9284419823955814
2013-04-26,6.852562376632663e-05,0.4990531421549233,0.00023712502546916522,0.7949693344284244,6.361535987692036e-05,5.991080045642204e-05,0.9283441197682439
2013-04-29,7.295011851337268e-05,0.4987194184246539,0.00023590549085697425,0.8444388163251518,6.542418241726864e-05,6.29020950139327e-05,0.8968344911636512
2013-04-30,6.029825695677332e-05,0.4925901289152483,0.00023342094957339412,0.8318179263293436,5.843970291947492e-05,6.187612874536344e-05,0.9691773173703717
2013-05-01,5.684354908628695e-05,0.48726675227815597,0.0002332799273785821,0.878610059354117,5.611074793436406e-05,6.576546815482759e-05,0.9871084553357055
2013-05-02,6.255747983489777e-05,0.47729365215216946,0.00023274192505298144,0.905994503559278,5.7592057186733966e-05,6.680570240630027e-05,0.9206262358830856
2013-05-03,7.310315617537954e-05,0.49742691514606974,0.00022678266818590293,0.8886544926221593,6.404751364212378e-05,6.458682904197932e-05,0.876125149623764
2013-05-06,7.679109259496799e-05,0.5050848629698415,0.0002230082636783274,0.8940067614552658,6.609677270737438e-05,6.488969937697038e-05,0.8607348909071988
2013-05-07,7.47645111133197e-05,0.5129835913733284,0.0002190173119926531,0.8404628441736633,6.564330592959785e-05,6.382469347763012e-05,0.8780008716983793
2013-05-08,7.194980532174376e-05,0.5113261841068031,0.00021625794302546455,0.841294644201193,6.378210941791591e-05,6.359242508458754e-05,0.8864806392831265
2013-05-09,6.968323302584534e-05,0.5091270179323958,0.00021162291911768402,0.8414833151377389,6.182606993383924e-05,6.357622415433599e-05,0.8872445672965275
2013-05-10,7.626889916991667e-05,0.5132297295178108,0.00020912761100476786,0.8671924779654061,6.48173442321606e-05,6.576293408272543e-05,0.8498528881052344
2013-05-13,7.501680912949801e-05,0.5138440487677026,0.0002059074067544576,0.8562106905483893,6.386260197392102e-05,6.500410048216308e-05,0.851310562459115
2013-05-14,7.31376529153188e-05,0.5163879881762584,0.0002041645195967099,0.9340217667352212,6.310107770328167e-05,6.941126732243557e-05,0.8627714342479951
2013-05-15,7.677490514425173e-05,0.5262652707263175,0.00020066442764919468,0.9328058744735024,6.532050755483236e-05,6.884998033243597e-05,0.8508054478491663
2013-05-16,7.221301917371304e-05,0.5281730363147612,0.00020094575612830844,0.9319702317522314,6.36243556459624e-05,6.827122914910556e-05,0.8810648879381423
2013-05-17,7.341220665778642e-05,0.5268930459901991,0.00020807664093776105,0.9335434693902708,6.512058152029627e-05,6.672490402498537e-05,0.8870538631791597
2013-05-20,7.374579600602582e-05,0.5239469104875061,0.0002138725638322385,0.9250061270652966,6.580114571438399e-05,6.643623242863402e-05,0.8922697872704138
2013-05-21,7.37677775306134e-05,0.5176962715254922,0.00021825794611183988,0.9157668834945544,6.56891162056948e-05,6.58434177831645e-05,0.890485228166648
2013-05-22,7.513532441872237e-05,0.5247536763959704,0.00022132287840678024,0.8941728704910197,6.766915100898646e-05,6.307416446483646e-05,0.9006303164656932
2013-05-23,7.186153337151397e-05,0.5244365958061601,0.00022164750710505933,0.9320985219711034,6.618699367559118e-05,6.577578487062918e-05,0.9210350874843399
2013-05-24,7.230418030600994e-05,0.5273453466010379,0.00022537741554193235,0.9257402952910334,6.731812618237364e-05,6.529637096635099e-05,0.931040582957527
2013-05-28,7.142426622280064e-05,0.5352882139306031,0.00022767018214108422,0.8914939754508038,6.825958637255655e-05,6.224676297929937e-05,0.9556918115144201
2013-05-29,7.057915920817545e-05,0.5335090112277946,0.00022883937591731677,0.81832967568731,6.780244839363453e-05,5.845672671124187e-05,0.9606582049759061
2013-05-30,7.069234369113045e-05,0.5364440643319689,0.00023507956901247664,0.7865199038709926,6.915412287788575e-05,5.604276342689009e-05,0.9782406306973565
2013-05-31,7.651169284422826e-05,0.5588956354094047,0.00024941791838379175,0.6585161101260326,7.720731486826939e-05,4.349334872111328e-05,1.0090917087072868
2013-06-03,7.50636486357956e-05,0.5209521599032569,0.00024223049995987015,0.6850979412371647,7.024688826096046e-05,4.557359353288253e-05,0.9358309852721686
2013-06-04,7.426481844812437e-05,0.49950751093560497,0.00022951499265195534,0.6966980707735739,6.52137410957327e-05,4.610791472051768e-05,0.8781242916696276
2013-06-05,7.989149800421871e-05,0.46695515856744185,0.00021449577793277542,0.6497536990927638,6.112724657443417e-05,3.9771249839450387e-05,0.7651283065340233
2013-06-06,7.453582653974053e-05,0.45686059795282796,0.00021374281975758302,0.6187506822416378,5.7664961572534286e-05,3.71906872470641e-05,0.7736542847859728
2013-06-07,7.795790746714731e-05,0.4489056337563319,0.00021450410554128295,0.5941246531862435,5.805009661986884e-05,3.384315507646703e-05,0.7446338480074272
2013-06-10,7.156339031111209e-05,0.430500740368993,0.00020522063154244764,0.6033102694886144,5.217108467248629e-05,3.443641758188259e-05,0.7290191876835294
2013-06-11,7.147662890428055e-05,0.42147228382588475,0.00019914412512235587,0.7146627147250595,5.028457695238248e-05,3.9352683343199096e-05,0.7035107520210857
2013-06-12,6.506489678247427e-05,0.4139846192084311,0.00019121159445832764,0.7717357367135084,4.617582783045703e-05,4.4907099626668964e-05,0.709688789407176
2013-06-13,6.436962712816727e-05,0.4209974789518632,0.0001871237892401115,0.8121057006559226,4.6204523259617696e-05,4.3540620404323055e-05,0.7178000762319039
2013-06-14,6.92923395231949e-05,0.42496616583175917,0.00018624695886072584,0.7613508377630025,4.827714310658138e-05,4.083987825909176e-05,0.696716887303554
2013-06-17,6.346605459467988e-05,0.43545604274854666,0.00018404568060543294,0.7499058602763526,4.706281352316112e-05,3.963715839167205e-05,0.741543078795798
2013-06-18,5.7443334516258544e-05,0.4299062941252419,0.00018067082564309642,0.7059363611107129,4.3796321912818226e-05,3.693741852726877e-05,0.7624265248811815
2013-06-19,5.80361580930028e-05,0.42674946425363364,0.00017994354893572016,0.7117186570374404,4.361043844039549e-05,3.538216530325883e-05,0.7514356544847416
2013-06-20,5.363100366323708e-05,0.42411730152098454,0.00017423494695141024,0.7511280343257628,4.099789751835205e-05,2.6138885677240396e-05,0.7644439730382157
2013-06-21,5.832196142890483e-05,0.4279815739537219,0.00017021343617017846,0.8173688671895749,4.264204771518591e-05,2.8681844286402725e-05,0.7311490675286543
2013-06-24,4.844791840635527e-05,0.4058979232571766,0.00016379707406744573,0.9452023490028502,3.6158254742812085e-05,3.547859417496719e-05,0.7463324727294979
2013-06-25,5.369960824387168e-05,0.40303658193286623,0.00016082720880194952,0.980557552600396,3.74549988493392e-05,3.524857712811462e-05,0.697491100479558
2013-06-26,5.1141552349220395e-05,0.3993145542805367,0.0001614412391150985,0.9677855276134724,3.6283513409023436e-05,3.295658954987213e-05,0.709472273372956
2013-06-27,5.616572593172909e-05,0.39199113605202957,0.00015962295847161875,0.9568473045719978,3.711586724811317e-05,3.223550254753767e-05,0.6608276957593049
2013-06-28,5.5561982109651544e-05,0.39078890000850397,0.00016688084557696037,0.9735560568059995,3.763000971669873e-05,3.270514915266955e-05,0.6772618306243273
2013-07-01,3.3584604165414436e-05,0.4063249063676667,0.00016811870908852635,1.0065335032947205,3.053174202796803e-05,3.452245315925545e-05,0.9090993562880739
2013-07-02,3.9180490470807964e-05,0.41846254616919476,0.00017001925028799211,0.998124680195038,3.415392149011241e-05,3.418892336924967e-05,0.8717073492369709
2013-07-03,4.13858625463811e-05,0.42182517649732537,0.00017561504883389188,0.9976780242044272,3.59616298697919e-05,3.4173216816566484e-05,0.8689351304322759
2013-07-05,4.384223165634729e-05,0.4251643058909182,0.00018079408207639903,0.9588477994875584,3.7852557541745874e-05,3.235552882801093e-05,0.8633811763609379
2013-07-08,4.420806323887762e-05,0.4257206792781187,0.00018497690200214138,0.9318436449361368,3.849765193531383e-05,3.1863509431675084e-05,0.8708287383523755
2013-07-09,3.8569980999889553e-05,0.4296647099101833,0.00017891332919933283,0.965402365185864,3.5692399538442956e-05,3.2197758363048754e-05,0.9253932362202917
2013-07-10,3.79946525056692e-05,0.43236756162934514,0.000174873798287588,0.9634606405525692,3.52433119138904e-05,3.235577399023272e-05,0.9275861098777447
2013-07-11,4.080854379910766e-05,0.42922000978871855,0.0001712205138923069,1.1350857595701052,3.587842806432257e-05,3.375432335835214e-05,0.8791891286526894
2013-07-12,4.098831468485211e-05,0.4298420972389993,0.00016890863169137488,1.1789877229628631,3.576554928672434e-05,3.5858898463705955e-05,0.8725791621762403
2013-07-15,4.212063159828935e-05,0.43145069526825797,0.00016641805405878587,1.1306925953929143,3.6122585717417395e-05,3.4508163654008696e-05,0.8575983869834574
2013-07-16,3.495115877350406e-05,0.4513399788060957,0.00016656295323482471,0.8589315038426683,3.443688020903913e-05,2.819809606351137e-05,0.9852857935899169
2013-07-17,3.70794416790671e-05,0.4621506317018749,0.0001668127791835333,0.925383462087679,3.634668465742117e-05,3.042377893168185e-05,0.9802381862168221
2013-07-18,3.6718420196210045e-05,0.48458399671740987,0.0001766633676991221,0.734948313577791,3.9028720502146186e-05,2.6273213143223666e-05,1.0629193819775122
2013-07-19,3.695274546418018e-05,0.4799273313852236,0.00017494833329988294,0.7509940958785531,3.858813091442108e-05,2.7197642001123555e-05,1.04425612846077
2013-07-22,3.728714346701978e-05,0.4774807854010963,0.0001744058809858784,0.722947269833082,3.850490170651895e-05,2.6218090931226015e-05,1.0326589308343308
2013-07-23,3.553669436843709e-05,0.4427595217426229,0.00016910553675616565,0.7243955822980538,3.4323007630606226e-05,2.633401089732742e-05,0.9658469432961994
2013-07-24,3.579590278777711e-05,0.42038835094610627,0.00018489793291192664,0.7295245911850631,3.420057132702248e-05,2.652356963693846e-05,0.9554325680731435
2013-07-25,3.719357691372538e-05,0.40279412309735635,0.0001993423616775906,0.7348009340161871,3.468301935750493e-05,2.698994485348568e-05,0.9325002388975935
2013-07-26,3.2648475588409376e-05,0.397759377538084,0.00021290652108428752,0.7541069511022253,3.316243129224055e-05,2.815152368103616e-05,1.0157421041738817
2013-07-29,3.529812742238353e-05,0.398188799638318,0.00022827364132677473,0.7566114128706781,3.574314446604514e-05,2.9159793272389335e-05,1.0126073839084
2013-07-30,3.84149484514284e-05,0.3921677943436226,0.0002360838124305663,0.7573507873951091,3.734695151855199e-05,2.9206503379674987e-05,0.9721984025508513
2013-07-31,3.9555003624011874e-05,0.3870129133765606,0.00024276910049128214,0.7576243673022567,3.792476297466784e-05,3.067432211650087e-05,0.9587854759200579
2013-08-01,4.565591284295148e-05,0.37956649713903323,0.00025153362417011817,0.9933843627362752,4.067564153538798e-05,3.849084707088917e-05,0.8909172767020389
2013-08-02,4.649706848336353e-05,0.3719935409142691,0.00025028377403414154,1.0422415418574742,4.0129572476464835e-05,4.193058515393206e-05,0.8630559685891389
2013-08-05,4.460791556036353e-05,0.35290997751571135,0.0002529356283615017,1.078256438940428,3.7486501074746514e-05,4.640069993529459e-05,0.8403553630301264
2013-08-06,3.992820915704748e-05,0.4049934599098409,0.00024343133293849113,1.0790111110640563,3.9927871989463965e-05,4.5844626668877045e-05,0.9999915556547456
2013-08-07,7.890716484878897e-05,0.44660343926619545,0.00023729874029817169,1.1096566048407934,6.111221139361902e-05,5.869395745282537e-05,0.7744824124745745
2013-08-08,6.994518212442207e-05,0.44920465225100364,0.00023051149477818644,1.061970523421252,5.70386767377594e-05,5.6840348152909034e-05,0.8154768492316753
2013-08-09,7.286652508371166e-05,0.44910432393174854,0.00024563179025166896,1.051597808727388,6.008326886953371e-05,5.642040700928984e-05,0.8245661337700392
2013-08-12,6.756761468533342e-05,0.4422578492969911,0.0002578077646739396,1.0566488287454308,5.837042292318449e-05,5.797362816235474e-05,0.8638816568413606
2013-08-13,5.428891240463353e-05,0.4904170808319807,0.0002688279002076188,1.035068729042223,5.9245903720329764e-05,6.100833706563537e-05,1.0913076187408235
2013-08-14,5.6499010911128286e-05,0.5419678668736081,0.0002833988736835859,0.948737265854851,6.857929568218897e-05,5.6076673063326756e-05,1.2138140929593035
2013-08-15,5.527390174977903e-05,0.5689306101051135,0.00029804320664481737,0.8636267269962125,7.302288303945557e-05,4.7374356286137336e-05,1.3211096146247265
2013-08-16,5.387713124806854e-05,0.5725925694606993,0.0003081682458232112,0.8768071411239208,7.378054901565278e-05,4.773320430546647e-05,1.3694223746981289
2013-08-19,5.795164348954564e-05,0.5602046120226808,0.0003148941704870497,0.9094140157198196,7.56766447746758e-05,4.871527952185533e-05,1.3058584747182833
2013-08-20,5.844676940270895e-05,0.5322509211523578,0.0002903871163907999,0.9386191469008612,6.93402413939138e-05,5.078937008770635e-05,1.1863827907432631
2013-08-21,5.843087253002454e-05,0.5056919726145619,0.0002697837554536031,0.9393085109356168,6.349143507158032e-05,4.972727608549382e-05,1.0866076839594587
2013-08-22,5.4767685642516564e-05,0.49674512117312364,0.0002551502202675748,0.91364059421467,5.872104540055832e-05,4.7340520135301465e-05,1.0721841668433172
2013-08-23,4.447395756842042e-05,0.4774240631452285,0.0002498614948646734,0.900093444547977,5.0327674137306885e-05,4.655044203677113e-05,1.13162122034858
2013-08-26,5.275555259944373e-05,0.49323447768530654,0.0002463488552886253,0.8492235483994786,5.622931453139098e-05,4.3727241185455535e-05,1.0658463756094534
2013-08-27,6.461298746933891e-05,0.5145888113085733,0.00023967431490978257,0.78396802313298,6.40370028553958e-05,3.549481144233769e-05,0.9910856216915146
2013-08-28,7.403494806398228e-05,0.510745522272917,0.00023356513486723297,0.760471583952544,6.716251694376413e-05,3.47120943004597e-05,0.9071731486286871
2013-08-29,6.652020900146866e-05,0.5009582436867037,0.00022820424443367596,0.7595534025112947,6.17220282614604e-05,3.4681854388314935e-05,0.9278688264508861
2013-08-30,6.718220268322374e-05,0.4928054278459437,0.00022211462152171767,0.7681187786962332,6.019926326298677e-05,3.472820730299471e-05,0.8960596833485381
2013-09-03,7.040120650764277e-05,0.4924245759768844,0.00021943695856069023,0.7882064835840036,6.120468374659343e-05,3.5902353964501565e-05,0.8693698131430325
2013-09-04,5.143068771093349e-05,0.4663328233221607,0.00021612727732652753,0.788228848591857,4.916566773288481e-05,3.5322818842190496e-05,0.9559597571243993
2013-09-05,5.437399785456801e-05,0.4417656878440974,0.00021201829986021054,0.7826959490145775,4.743231130381045e-05,3.8585830778493976e-05,0.8723344461570729
2013-09-06,5.636684072485202e-05,0.42988495684228833,0.0002085819261509436,0.8025493289121151,4.661250379404586e-05,4.221698647142021e-05,0.8269490217054954
2013-09-09,5.758817107861073e-05,0.41675502906156175,0.00020525740759418866,0.824654158659345,4.531029732813885e-05,4.214526924077967e-05,0.7867986859017979
2013-09-10,5.769641695187235e-05,0.4102638914041018,0.00020277965368096303,0.8314452193662804,4.4376179065108204e-05,4.195612396705952e-05,0.7691323206798913
2013-09-11,5.122980566726384e-05,0.41494016197758954,0.00020330959191706624,0.8507101018947917,4.234730342252244e-05,4.376793492130588e-05,0.8266145629668594
2013-09-12,5.294994537912587e-05,0.4158316193475482,0.0002030897474033156,0.8795690690882992,4.312154049774416e-05,4.523003034435081e-05,0.8143830968850007
2013-09-13,5.2660514340010186e-05,0.4347090251477277,0.00020620471321103792,0.8681044941613588,4.5299196525255306e-05,4.480194979702121e-05,0.8602118132150121
2013-09-16,5.322360591044686e-05,0.44144453834891967,0.00020667219403807302,0.8373977949106586,4.6298755812164566e-05,4.326247878045347e-05,0.8698913765832791
2013-09-17,5.4270856792302796e-05,0.439557382038887,0.00020707369830815555,0.8596795794028105,4.6597368038110324e-05,4.4399657787784934e-05,0.85860756200037
2013-09-18,5.739323374013291e-05,0.41106447172572874,0.00020364145677457773,0.9386910490712728,4.4439932181869163e-05,4.6391591843003876e-05,0.7743061208763012
2013-09-19,5.911002358930835e-05,0.4281079346066167,0.00020368358860548471,0.9295821922716306,4.697446715950388e-05,4.692021846018475e-05,0.7946954561527274
2013-09-20,5.93725606475139e-05,0.40766194353532914,0.0001952134981052522,1.0086101878654907,4.3888221534250014e-05,4.74035887798949e-05,0.739200416077856
2013-09-23,5.938206172497407e-05,0.42240232775051684,0.00019657858253296315,0.975500271787584,4.563752022758044e-05,4.517988791974341e-05,0.7685405137825798
2013-09-24,5.850333098503615e-05,0.42272947880096357,0.00019794543570416902,1.0020132625465048,4.549100979242851e-05,4.611681913122337e-05,0.7775798236866905
2013-09-25,4.802783806838305e-05,0.4526999884669888,0.00019642970824770202,1.0134567542451514,4.39704173785804e-05,4.622491372009749e-05,0.9155193976454737
2013-09-26,4.804587628127313e-05,0.4719688369675944,0.00019621483902359718,1.018550190474364,4.582551006652897e-05,4.64356265938012e-05,0.9537865393120202
2013-09-27,4.888146014869393e-05,0.4851251852155018,0.00019445156461161828,1.0274206462791138,4.729678577708161e-05,4.636406157792726e-05,0.9675812799619353
2013-09-30,5.001282676411673e-05,0.4971236710332885,0.00019266646830868464,1.044172459809631,4.879869547219807e-05,4.681791582824362e-05,0.9757236019142638
2013-10-01,5.061352584259788e-05,0.5030301753910492,0.00019280619728607835,1.0392271536366198,4.969215470591032e-05,4.566140091162188e-05,0.9817959503640803
2013-10-02,4.546782487827386e-05,0.5011966201399088,0.0001918322412434472,1.088203384658479,4.6808101124993467e-05,4.849103043746566e-05,1.0294774656651773
2013-10-03,4.6413505257038564e-05,0.5025720150675589,0.0001910373410803766,1.14392011667149,4.732380091190569e-05,5.039396946671762e-05,1.0196127323249107
2013-10-04,4.589842021490595e-05,0.532647521793029,0.00019348315608509512,1.0661243402238811,5.019498873540026e-05,4.6141461829650976e-05,1.0936103791890197
2013-10-07,4.699897646210946e-05,0.5282210353525802,0.0001931143546936223,1.004532517080061,5.032307498468932e-05,4.166659191969511e-05,1.0707270407316156
2013-10-08,5.014117431120631e-05,0.5262437630570173,0.00019339226627255242,0.9775560601222492,5.1820758270679226e-05,4.030082031148198e-05,1.0334971005874016
2013-10-09,4.295777486385195e-05,0.5101011529936123,0.00018936328095188454,1.0105149439842616,4.600712329449287e-05,4.2207087737471935e-05,1.0709847854155705
2013-10-10,5.339440357694592e-05,0.5014257854575483,0.00018932464779665,0.8961899534834307,5.041480737020034e-05,2.9374026932809183e-05,0.944196469908092
2013-10-11,5.575128136743365e-05,0.48210133371649305,0.0001871207435521921,0.9410823330418978,4.924098444897226e-05,3.079416568614036e-05,0.8832260576119371
2013-10-14,5.501221821539027e-05,0.4714120812031136,0.000186399492646407,0.928833228841345,4.7736728193513774e-05,3.058906495111869e-05,0.8677477429942809
2013-10-15,5.674920135680631e-05,0.4654538649463988,0.00018651899544400294,0.9632600799285193,4.788704645462127e-05,3.55118491516509e-05,0.843836482447305
2013-10-16,4.074925828604759e-05,0.45459823047642894,0.00018233062184161422,0.975427952658486,3.918477898553957e-05,3.2626093104663135e-05,0.9616071711164447
2013-10-17,4.331000512730972e-05,0.4618948026742575,0.00018131545051086294,1.0831522858864815,4.09312115477358e-05,3.5485056658020794e-05,0.9450751951522182
2013-10-18,4.389412370256947e-05,0.46131244014720846,0.00017718570330384702,1.1636404261891224,4.068297429921215e-05,3.7754204623598256e-05,0.926843296266344
2013-10-21,4.537559227030445e-05,0.47062992542737253,0.00017549455606102275,1.1574816039613427,4.1997410822172916e-05,3.756456871006543e-05,0.9255506919224866
2013-10-22,4.151721312514804e-05,0.48216582470623387,0.00017474075475742938,1.1709330873373904,4.1068385050657436e-05,3.7831693878495796e-05,0.9891893496526929
2013-10-23,3.35627382556412e-05,0.5089783448623737,0.0001740615353309496,1.0954404857227222,3.890266945352374e-05,3.4559608962423726e-05,1.1591029658310137
2013-10-24,3.8875099990020254e-05,0.5215981655961727,0.000172920223998458,1.1228167209975797,4.276561379331768e-05,3.533897306914555e-05,1.1000772680789548
2013-10-25,3.370032416492097e-05,0.5236307071896096,0.00017008292334150477,1.1336475141358815,3.964354673415061e-05,3.5710086653881155e-05,1.176355056412662
2013-10-28,3.661436564012045e-05,0.5219904583413819,0.0001675713321732591,1.1724712976274418,4.088727645264113e-05,3.990639477210207e-05,1.1167003917128804
2013-10-29,3.7813677043200304e-05,0.5135516658103603,0.00016690660940396108,1.2454987850998482,4.079860981363419e-05,4.1831152826696874e-05,1.0789379135761843
2013-10-30,3.220201193422566e-05,0.5044814648766248,0.00016505391394290727,1.35847789775501,3.6778975828558806e-05,4.502058722809038e-05,1.1421328550427792
2013-10-31,3.295551180032805e-05,0.5150079941254977,0.00016129454103388033,1.4056128421933116,3.754808870691768e-05,4.703476093486473e-05,1.1393568679623394
2013-11-01,3.336885974072741e-05,0.5259089570482396,0.00015820920163014777,1.4067433147525523,3.821176694542471e-05,4.70206205347986e-05,1.1451325350139676
2013-11-04,3.421132077738614e-05,0.5322984181908845,0.00015797796368274,1.3846909915598768,3.913256829878221e-05,4.606553589844756e-05,1.1438485100712346
2013-11-05,3.593371085807408e-05,0.5412955530290059,0.0001574659951473174,1.338703530167957,4.0717291833737037e-05,4.412998354685366e-05,1.1331223762153726
2013-11-06,3.4691441139481624e-05,0.5682499846018312,0.00015598508927053503,1.2338874099803896,4.180152695711905e-05,4.579359619430146e-05,1.204952160651106
2013-11-07,3.696430066720789e-05,0.5802110394950786,0.000154857745686503,1.2029590458568593,4.3897895589411364e-05,4.238825967700542e-05,1.1875754389248996
2013-11-08,4.145887884699229e-05,0.5902155093451975,0.00015564506741725642,1.2199334025173791,4.741186893378856e-05,3.9250927133692774e-05,1.1435878212907375
2013-11-11,4.0695218993361676e-05,0.5911495033575741,0.00015668348108019976,1.2466357791164189,4.720419871241559e-05,4.023119596588122e-05,1.1599445802249075
