Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_AGG,Predicted_Covariance,Future_Cov_45_AGG,Beta_Predicted
2013-04-03,7.110557547624629e-05,-0.25267309000060595,2.6861564725781558e-06,-0.0284886240231825,-3.492017994515617e-06,-1.805030197411259e-06,-0.0491103260345902
2013-04-04,7.401898593142035e-05,-0.2616785277633628,2.8808017729676315e-06,-0.0412522034204488,-3.821169837818243e-06,-2.7297175055364024e-06,-0.051624185197006234
2013-04-05,6.689999650423111e-05,-0.23316426616484845,3.151774546613731e-06,-0.0341882312206668,-3.3857322663157667e-06,-2.237403747303594e-06,-0.05060885565370149
2013-04-08,6.996145604142163e-05,-0.22347143339295406,3.2886041079642944e-06,-0.0333187096764346,-3.3896685340319445e-06,-2.2573647799512273e-06,-0.04845051440932054
2013-04-09,6.721931982262908e-05,-0.23202138340717668,2.862602974408073e-06,-0.0299516779358631,-3.218515669249762e-06,-2.081277574854317e-06,-0.04788081280415252
2013-04-10,6.60928416800098e-05,-0.23425333620326605,2.8488608499342012e-06,0.0012049165211381,-3.2143903509052754e-06,8.579057614174068e-08,-0.048634470378317654
2013-04-11,6.786935264400559e-05,-0.24799310937044564,2.7498109301155086e-06,-0.000829173407623,-3.387878948151606e-06,-5.982639589088632e-08,-0.04991765526219194
2013-04-12,7.03054677152204e-05,-0.19939904278553822,3.1049769879744546e-06,0.0021673592893516,-2.9460954472288744e-06,1.5835611183597318e-07,-0.04190421517658257
2013-04-15,8.660177500528317e-05,-0.17300264128605983,3.201068138304673e-06,0.011916802467867,-2.8804715477151783e-06,7.192539222042205e-07,-0.03326111442334126
2013-04-16,8.873786892326793e-05,-0.1878084188408232,3.2963352180622677e-06,0.0429486736077557,-3.212071758698567e-06,2.6346713336042323e-06,-0.036197305588621484
2013-04-17,8.92862384210096e-05,-0.1752504380956355,3.3056332931907752e-06,0.0898431660558418,-3.0107778523252473e-06,6.384986635459901e-06,-0.03372051399599328
2013-04-18,8.84988058069485e-05,-0.17320739841176927,3.3640258633198873e-06,0.0967764916001971,-2.988579457009785e-06,6.788548252478191e-06,-0.0337697150798744
2013-04-19,7.825806509621888e-05,-0.039728200159813376,3.634252182832342e-06,0.1033801705968899,-6.699940921773169e-07,7.502094338532822e-06,-0.008561342416957973
2013-04-22,7.859260407575907e-05,0.027635195801420542,3.745420890965318e-06,0.1044435224882297,4.741368386734152e-07,7.744540505271617e-06,0.006032842965940823
2013-04-23,7.958136556689035e-05,0.07652956147016955,3.90691900180911e-06,0.118266162415836,1.3494354719509596e-06,8.74676602247443e-06,0.01695667650760179
2013-04-24,7.895788968860065e-05,0.09944917299297887,3.946541772811877e-06,0.1256125776856114,1.7555261141497428e-06,9.375178528687079e-06,0.02223370104081179
2013-04-25,7.327542310126822e-05,0.04601770192688663,4.022885314165397e-06,0.1236937791037276,7.900833686573882e-07,9.24963339221077e-06,0.010782378800672033
2013-04-26,6.852562376632663e-05,0.14920269670566094,4.579883540037006e-06,0.1252369007836642,2.643202209973913e-06,9.438153961027207e-06,0.03857246479050334
2013-04-29,7.295011851337268e-05,0.20502268102511473,4.9228556403023255e-06,0.12343325144893,3.885290171972429e-06,9.19452062176355e-06,0.053259545716299365
2013-04-30,6.029825695677332e-05,0.19836135474528002,4.496613749325956e-06,0.1230995563336992,3.2662711644996423e-06,9.156960622155757e-06,0.05416858346073204
2013-05-01,5.684354908628695e-05,0.20467361974050627,4.776544218693465e-06,0.090302645385702,3.372557512482799e-06,6.759307711290914e-06,0.05933052328177731
2013-05-02,6.255747983489777e-05,0.22640099481081796,4.908797760694421e-06,0.0982907066888953,3.967395743294595e-06,7.247703683153342e-06,0.06342000594917474
2013-05-03,7.310315617537954e-05,0.2811266642449263,6.4804913918619355e-06,0.1119929426112004,6.118910097300628e-06,8.13957403961859e-06,0.08370240653660614
2013-05-06,7.679109259496799e-05,0.295745324349418,7.166230450073215e-06,0.112649847852195,6.937750792351942e-06,8.176464739585878e-06,0.0903457752443356
2013-05-07,7.47645111133197e-05,0.3005248136437559,7.572965554452123e-06,0.136414442333245,7.150906114310647e-06,1.0359303838590782e-05,0.09564572827169433
2013-05-08,7.194980532174376e-05,0.2897480268077944,7.878711956166175e-06,0.1350488290972105,6.89863091369599e-06,1.0208174515695319e-05,0.09588116163548774
2013-05-09,6.968323302584534e-05,0.27866967938857273,8.142965513357281e-06,0.1373595548492518,6.638120957305795e-06,1.0377866906851698e-05,0.09526138023538219
2013-05-10,7.626889916991667e-05,0.29427019606816074,8.58877085887311e-06,0.1348383454275541,7.5315701543858624e-06,1.0225371468835195e-05,0.09875021452199742
2013-05-13,7.501680912949801e-05,0.29352242482189506,8.29506923537083e-06,0.1363342769773847,7.322014554048364e-06,1.0350591434597454e-05,0.09760498532280562
2013-05-14,7.31376529153188e-05,0.29690605331206177,9.052114174946747e-06,0.1426259401517196,7.639493631474364e-06,1.0599161188275704e-05,0.10445363403060832
2013-05-15,7.677490514425173e-05,0.26654744399242686,9.140805804553448e-06,0.1418475025401123,7.061165779370948e-06,1.0469700103040329e-05,0.09197231525201864
2013-05-16,7.221301917371304e-05,0.23098236551866622,9.901457697398035e-06,0.149050205904143,6.176410382232663e-06,1.0918632822500224e-05,0.08553042724020321
2013-05-17,7.341220665778642e-05,0.2746400397476154,1.0750639970766892e-05,0.1582271609781681,7.715519114126005e-06,1.130926676323888e-05,0.10509858598982276
2013-05-20,7.374579600602582e-05,0.2924805938718599,1.1026008606431788e-05,0.1607474009362749,8.340169044230743e-06,1.1545276705120934e-05,0.11309348459062347
2013-05-21,7.37677775306134e-05,0.26686390558798995,1.1264442990368044e-05,0.1607122558430991,7.692686748348447e-06,1.1555172386199122e-05,0.10428247950341199
2013-05-22,7.513532441872237e-05,0.2128108042786891,1.2308173637375203e-05,0.1569168955020268,6.4716133651334815e-06,1.1068779204597568e-05,0.08613276664738632
2013-05-23,7.186153337151397e-05,0.1890069822064172,1.2380391770369352e-05,0.1564333768690145,5.637587322370931e-06,1.103909930225303e-05,0.0784506961913184
2013-05-24,7.230418030600994e-05,0.2450180760157091,1.220089200357438e-05,0.1567072218009322,7.277389507353415e-06,1.1053221880768384e-05,0.10064963708258119
2013-05-28,7.142426622280064e-05,0.2969424691473521,1.539809970683968e-05,0.1689125265212611,9.847563113098613e-06,1.1793975385292666e-05,0.1378741936582191
2013-05-29,7.057915920817545e-05,0.3446184252406834,1.536278752119022e-05,0.1445272438705407,1.1347801902603433e-05,1.0324188219342291e-05,0.16078119986004272
2013-05-30,7.069234369113045e-05,0.35598653616109127,1.4922154733958418e-05,0.1458828742950701,1.1562068349457869e-05,1.0394752086902398e-05,0.163554746465543
2013-05-31,7.651169284422826e-05,0.32853239641211845,1.4508114387375673e-05,0.1490441873361803,1.0945802118686924e-05,9.84399730695532e-06,0.14306051417489493
2013-06-03,7.50636486357956e-05,0.3403123772284052,1.4223678169272035e-05,0.1506039097582115,1.1119840005803825e-05,1.0018365192266098e-05,0.14813881563040765
2013-06-04,7.426481844812437e-05,0.33616116778824817,1.4063461031134695e-05,0.1456067579848504,1.0863886324299847e-05,9.63634644838624e-06,0.1462857723390048
2013-06-05,7.989149800421871e-05,0.08931031769098982,1.3811987626699244e-05,0.1580619076576122,2.96674354951394e-06,9.674927019774464e-06,0.03713465917684106
2013-06-06,7.453582653974053e-05,-0.0672015902140535,1.4192361169220964e-05,0.1506597860059546,-2.185694267531079e-06,9.05557140035421e-06,-0.029324076340197614
2013-06-07,7.795790746714731e-05,-0.189190466776983,1.378615879993628e-05,0.1724356314020082,-6.202274363455929e-06,9.822460291707952e-06,-0.07955927198366201
2013-06-10,7.156339031111209e-05,-0.025190377819600943,1.2792481389110198e-05,0.1682424514209179,-7.621799707061092e-07,9.603130603165748e-06,-0.010650417306846916
2013-06-11,7.147662890428055e-05,0.0849378091588119,1.253721737436316e-05,0.178796754411141,2.5426329076362764e-06,9.845388480690812e-06,0.035572927075804
2013-06-12,6.506489678247427e-05,0.14460599591309956,1.2440621515326165e-05,0.1830543651664026,4.11415559294751e-06,1.0651885383242154e-05,0.0632315702690193
2013-06-13,6.436962712816727e-05,0.09808531484981382,1.4314991003857296e-05,0.1687217636253861,2.9774194900152066e-06,9.045928698724025e-06,0.046255037085842124
2013-06-14,6.92923395231949e-05,0.12641630217818464,1.4280201398849624e-05,0.1781497325739277,3.976608726002405e-06,9.556190167973087e-06,0.057388865109270486
2013-06-17,6.346605459467988e-05,0.20164057559416013,1.3053409224543466e-05,0.188358966513565,5.8037761791535335e-06,9.955935252244048e-06,0.09144693515642048
2013-06-18,5.7443334516258544e-05,0.17521786387034516,1.2689820434792793e-05,0.1975639490607277,4.7307058060391765e-06,1.0337337293228801e-05,0.08235430352150284
2013-06-19,5.80361580930028e-05,0.026388538025615693,1.4623299430186856e-05,0.1760435736382354,7.687539213635944e-07,8.751776789120624e-06,0.013246120119317136
2013-06-20,5.363100366323708e-05,-0.2764862394075253,1.594831298172839e-05,0.1518684511268356,-8.0860953619766e-06,5.284947306682767e-06,-0.15077277711883372
2013-06-21,5.832196142890483e-05,-0.26807078343092267,1.648740882668916e-05,0.1339104444343586,-8.31269311578414e-06,4.698978233408042e-06,-0.14253109655643892
2013-06-24,4.844791840635527e-05,-0.25322860593913704,1.58581805487667e-05,0.0648326919039821,-7.0190284740160206e-06,2.433524173695309e-06,-0.14487781322500087
2013-06-25,5.369960824387168e-05,-0.2519636118017566,1.5326461941049254e-05,0.0582391504329638,-7.228435987449571e-06,2.0935509399403457e-06,-0.13460872851478384
2013-06-26,5.1141552349220395e-05,-0.1988779964016424,1.566330188233148e-05,0.0365596650477835,-5.628793916175853e-06,1.244988523471488e-06,-0.11006302424571707
2013-06-27,5.616572593172909e-05,-0.000837315482979323,1.619542398190237e-05,0.0246768755113372,-2.525346473791944e-08,8.313463178607889e-07,-0.000449624113620746
2013-06-28,5.5561982109651544e-05,0.1285226605183451,1.610636426992378e-05,0.0145895173621089,3.844743141641312e-06,4.901128579679655e-07,0.06919737193777056
2013-07-01,3.3584604165414436e-05,0.054002149789788144,1.4789217956587322e-05,0.0092068233699951,1.2035212722696187e-06,3.1577898549404833e-07,0.0358355056484188
2013-07-02,3.9180490470807964e-05,-0.06972152140910469,1.3795954554936292e-05,0.0069147957138687,-1.6209800396074797e-06,2.3685359701683132e-07,-0.04137212219982841
2013-07-03,4.13858625463811e-05,-0.13961573072526773,1.3070921507379083e-05,0.0063277558634474,-3.2472330798511633e-06,2.1674304518866606e-07,-0.07846237531504852
2013-07-05,4.384223165634729e-05,0.07034657084942769,1.3845232292449716e-05,0.0929910831805042,1.7331628901548489e-06,3.1379074699892273e-06,0.03953181269922716
2013-07-08,4.420806323887762e-05,0.04803901796238256,1.340773659817961e-05,0.066610069691698,1.1695602511987492e-06,2.277668142504102e-06,0.026455812933469793
2013-07-09,3.8569980999889553e-05,-0.1605157005368458,1.2613759836049583e-05,0.0689543763440775,-3.540499275786009e-06,2.2997419808204874e-06,-0.09179416696617371
2013-07-10,3.79946525056692e-05,-0.2602373759469164,1.1961140286445305e-05,0.0703263956199318,-5.547754081732042e-06,2.361762241705223e-06,-0.146014076083582
2013-07-11,4.080854379910766e-05,-0.5408923733129397,1.1112007203097425e-05,0.0128087678955403,-1.1518148245911383e-05,3.808974693963806e-07,-0.2822484502905307
2013-07-12,4.098831468485211e-05,-0.42825520883767093,1.074308224696638e-05,0.0219960902981027,-8.98663566997358e-06,6.690108414496077e-07,-0.21924872342445284
2013-07-15,4.212063159828935e-05,-0.37710832412494677,1.0347517426178272e-05,0.01932262160358,-7.872843883403634e-06,5.897165960382742e-07,-0.18691181933091844
2013-07-16,3.495115877350406e-05,-0.18563922273083755,9.716368291204604e-06,0.0876138600431214,-3.4209955941037372e-06,2.8762992519639563e-06,-0.09787931828735652
2013-07-17,3.70794416790671e-05,-0.0666828536860587,9.132329841556957e-06,0.0864178708707495,-1.2270762902914783e-06,2.8411553770226834e-06,-0.0330931706284082
2013-07-18,3.6718420196210045e-05,-0.015607493578789535,8.72345096892189e-06,0.0841275410798235,-2.793311188207648e-07,3.007423484306731e-06,-0.007607383905084142
2013-07-19,3.695274546418018e-05,-0.03579191514642196,8.309308629078895e-06,0.0776811292815504,-6.271778867774202e-07,2.8132625223517656e-06,-0.016972430029194168
2013-07-22,3.728714346701978e-05,0.03140335504431978,8.132965158387942e-06,0.0721558490834641,5.46864915865713e-07,2.6167726076714387e-06,0.014666312970566147
2013-07-23,3.553669436843709e-05,0.08329362044848383,8.08575446260496e-06,0.0686688610033745,1.4119214227657125e-06,2.496324630022207e-06,0.03973136634846234
2013-07-24,3.579590278777711e-05,0.1107062334687605,7.930410607511978e-06,0.0607787943199777,1.8652479534335144e-06,2.209754959701056e-06,0.052107861743060244
2013-07-25,3.719357691372538e-05,0.13200210207238589,7.853896899703355e-06,0.0579854437436591,2.25609518376375e-06,2.129861104547495e-06,0.0606581934562791
2013-07-26,3.2648475588409376e-05,0.08635025667638928,7.760114547363889e-06,0.0599119403579092,1.3744506559812502e-06,2.2365692363626873e-06,0.04209846344155797
2013-07-29,3.529812742238353e-05,0.10645725199060738,7.5774043789798656e-06,0.046533377063955,1.7410502946405854e-06,1.7933957013717416e-06,0.04932415461610399
2013-07-30,3.84149484514284e-05,0.10265020386132473,7.5094235998010986e-06,0.0456579791331844,1.743465047448127e-06,1.7607559720761109e-06,0.04538506799384496
2013-07-31,3.9555003624011874e-05,0.1267258030924091,7.5549272168997336e-06,0.0391277410952791,2.1906899144442816e-06,1.5841847039864487e-06,0.05538338297899745
2013-08-01,4.565591284295148e-05,0.029510390981219055,7.08251520684531e-06,0.0890863682692623,5.306610799807742e-07,3.451845937767637e-06,0.011623052676794731
2013-08-02,4.649706848336353e-05,0.021743188987609605,6.765794045213987e-06,0.0832450054839746,3.856518452821787e-07,3.3490430489506275e-06,0.00829411095927829
2013-08-05,4.460791556036353e-05,0.019718937845129403,6.664637959969377e-06,0.0809501347856009,3.399990975376494e-07,3.4835339519042316e-06,0.007621945416336745
2013-08-06,3.992820915704748e-05,0.06263810091005408,6.690796227187263e-06,0.078579162003394,1.0238053618731827e-06,3.338642493167957e-06,0.025641154048414848
2013-08-07,7.890716484878897e-05,0.05215842276814865,6.705854174514824e-06,0.0749640772411967,1.1998023890754662e-06,3.965135106564219e-06,0.015205240124577614
2013-08-08,6.994518212442207e-05,0.10260352855119347,6.635653713650501e-06,0.0729256599398749,2.210462014158331e-06,3.9032344202070285e-06,0.03160277730389276
2013-08-09,7.286652508371166e-05,0.04949692601473058,6.5952207791123946e-06,0.0706275897899112,1.0850679276291308e-06,3.789316912759879e-06,0.014891171582322144
2013-08-12,6.756761468533342e-05,0.19010051454557692,6.546399284304792e-06,0.0700054685203746,3.9981016479235594e-06,3.840889130734419e-06,0.059171863126188
2013-08-13,5.428891240463353e-05,0.13858724922535426,6.3916978820201e-06,0.0919168882052068,2.5815881849320356e-06,5.417704486963374e-06,0.047552770364795494
2013-08-14,5.6499010911128286e-05,0.19537241992139368,6.333581638447641e-06,0.0947013874357848,3.69579917966353e-06,5.597480918065213e-06,0.06541351999023384
2013-08-15,5.527390174977903e-05,0.2557047406174763,6.160862320676063e-06,0.0816538773084975,4.718669853556249e-06,4.479134045806608e-06,0.08536885771005143
2013-08-16,5.387713124806854e-05,0.09566025403542996,6.328855313854763e-06,0.0769699760751786,1.766429646646864e-06,4.190230007335298e-06,0.032786260250450686
2013-08-19,5.795164348954564e-05,0.16739220255102477,6.207226639979076e-06,0.0724671760261651,3.1748038895383607e-06,3.881904913770026e-06,0.05478367304822147
2013-08-20,5.844676940270895e-05,0.23791096568645909,6.113283793635639e-06,0.0699963992149181,4.497094294432762e-06,3.7875564719422777e-06,0.0769434194633917
2013-08-21,5.843087253002454e-05,0.3201332132142527,5.938614501729699e-06,0.0573798128286553,5.963407493581633e-06,3.037704610407888e-06,0.10205918952378049
2013-08-22,5.4767685642516564e-05,0.11659308856233337,6.310203763862049e-06,0.0559994096341036,2.1674879570699203e-06,2.9016236758032836e-06,0.039576037067143896
2013-08-23,4.447395756842042e-05,-0.3470789980833336,6.69651264373737e-06,0.0533502203392888,-5.989706889078637e-06,2.759131681933553e-06,-0.1346789720672788
2013-08-26,5.275555259944373e-05,-0.4051556357014899,6.966824826454732e-06,0.0580267585025633,-7.767359709258674e-06,2.987847038667099e-06,-0.1472330271703111
2013-08-27,6.461298746933891e-05,-0.48713963284155465,7.025019353210957e-06,0.0932190375326384,-1.037856089450393e-05,4.220570306980384e-06,-0.16062654430626527
2013-08-28,7.403494806398228e-05,-0.21246472996832777,6.844269049781817e-06,0.0951140117852844,-4.782651878339259e-06,4.341525201015038e-06,-0.06459992210983938
2013-08-29,6.652020900146866e-05,-0.03517982449067487,6.608482511124245e-06,0.0932380879534482,-7.376007395786623e-07,4.257330398567037e-06,-0.011088370747036847
2013-08-30,6.718220268322374e-05,0.01625267365183452,6.33626353354987e-06,0.0904031875579282,3.3532702065312436e-07,4.08731139693279e-06,0.004991307329327263
2013-09-03,7.040120650764277e-05,0.11462390859403473,6.146417845004133e-06,0.1042431355630431,2.3843845826432476e-06,4.748215130553401e-06,0.03386851875023475
2013-09-04,5.143068771093349e-05,0.17950477197686263,6.013159088640115e-06,0.114219522941732,3.1567378036205624e-06,5.118507809400482e-06,0.06137848712743309
2013-09-05,5.437399785456801e-05,0.09614604768758528,5.790091895944252e-06,0.1017933872245987,1.705963745172722e-06,5.018273594954909e-06,0.03137462413073977
2013-09-06,5.636684072485202e-05,0.003274555604117857,5.650352704381219e-06,0.0616578326832091,5.8438895002256464e-08,3.243424166552557e-06,0.0010367601634357854
2013-09-09,5.758817107861073e-05,-0.02241037060521733,5.68507736421678e-06,0.0577199126300947,-4.0549347600593587e-07,2.949868417936979e-06,-0.00704126330826546
2013-09-10,5.769641695187235e-05,-0.06477505276332426,5.5069099517655585e-06,0.0652196739997996,-1.1546123133076267e-06,3.2910944265364772e-06,-0.02001185470963908
2013-09-11,5.122980566726384e-05,0.025942545596100226,5.544363108161433e-06,0.0682581704972453,4.3721975392949467e-07,3.511794626062014e-06,0.008534480040178656
2013-09-12,5.294994537912587e-05,0.09052613023441135,5.397319557882411e-06,0.0703297983456362,1.5303676616188811e-06,3.6165652307241625e-06,0.028902157512369946
2013-09-13,5.2660514340010186e-05,0.22637048611355226,4.670610303195175e-06,0.0695460091626508,3.5501701513220277e-06,3.5891955773115402e-06,0.06741616932185363
2013-09-16,5.322360591044686e-05,0.23424846083220818,4.518413966934429e-06,0.062666589207762,3.6326361633900046e-06,3.2375437364668644e-06,0.06825234970930412
2013-09-17,5.4270856792302796e-05,0.25618169794197027,4.3170811885213705e-06,0.066050643480338,3.921268195105301e-06,3.4113011841309038e-06,0.07225366295785941
2013-09-18,5.739323374013291e-05,0.11797952595876308,4.986725746359389e-06,0.0340926930466332,1.9959273829059795e-06,1.6849146502600768e-06,0.03477635346255639
2013-09-19,5.911002358930835e-05,0.12844201628986235,5.089275058585521e-06,0.035194544054484,2.2277458469258883e-06,1.776427850459953e-06,0.037688123124498915
2013-09-20,5.93725606475139e-05,0.13953041013508558,5.215521291556613e-06,0.0397685783858861,2.45533425052454e-06,1.869080204469362e-06,0.041354696912964485
2013-09-23,5.938206172497407e-05,0.13990833375626932,5.294775004007737e-06,0.0415241879338994,2.4808184058302047e-06,1.9231754322057167e-06,0.041777235982812924
2013-09-24,5.850333098503615e-05,0.11441238675915573,5.452700398710633e-06,0.0458554505209296,2.043474207504049e-06,2.1104586105777908e-06,0.03492919416890509
2013-09-25,4.802783806838305e-05,0.12150136082945397,5.253907989081914e-06,0.0494299367191351,1.9300514769137386e-06,2.2545555599298235e-06,0.040186099448525886
2013-09-26,4.804587628127313e-05,0.13295771059718398,5.012473028949808e-06,0.0493569217930352,2.0633248660637053e-06,2.2501783531485723e-06,0.042944889879507286
2013-09-27,4.888146014869393e-05,0.13457643486670676,4.8942169075152875e-06,0.0632315706251628,2.0815301732289928e-06,2.8534295517141104e-06,0.042583224128271244
2013-09-30,5.001282676411673e-05,0.12454004490564216,4.8008281959287426e-06,0.0571853144090168,1.929780000158001e-06,2.5640373977121027e-06,0.03858570140935489
2013-10-01,5.061352584259788e-05,0.14662177202675306,4.850432519413891e-06,0.0686544746819356,2.2973226451599e-06,3.016529621900854e-06,0.045389500275169595
2013-10-02,4.546782487827386e-05,0.18298909817526027,4.8408300357016144e-06,0.0752869740318831,2.714796142452149e-06,3.354835135410263e-06,0.0597080715807317
2013-10-03,4.6413505257038564e-05,0.21758357527267033,4.812200122130781e-06,0.0899411409209492,3.251772342289766e-06,3.962244428885751e-06,0.07006090844208837
2013-10-04,4.589842021490595e-05,0.07436019714742456,4.3628051617829045e-06,0.0945040667769999,1.0522581800213912e-06,4.090100587162209e-06,0.022925803875046235
2013-10-07,4.699897646210946e-05,0.09122531898781577,4.280360534059211e-06,0.093106072125244,1.2938971796022017e-06,3.861908546041571e-06,0.027530326764569877
2013-10-08,5.014117431120631e-05,0.09646386662210617,4.309847429348947e-06,0.1016307752867292,1.4180543113873297e-06,4.189840132989168e-06,0.028281234551588902
2013-10-09,4.295777486385195e-05,0.18760402015210667,4.430177165714937e-06,0.1038642346204722,2.5880554472659613e-06,4.338191027761589e-06,0.060246496832492
2013-10-10,5.339440357694592e-05,0.16671379138712705,4.464449469662532e-06,0.1152877113260327,2.5739692487510646e-06,3.7787349928994315e-06,0.0482067234825791
2013-10-11,5.575128136743365e-05,0.15635730580393584,4.492950245417577e-06,0.1167264779873113,2.474636474655713e-06,3.819532443545292e-06,0.04438707799999084
2013-10-14,5.501221821539027e-05,0.15500960658389892,4.582977629564268e-06,0.1146905006203865,2.4612858856329225e-06,3.777077589191757e-06,0.04474071334473749
2013-10-15,5.674920135680631e-05,0.16077452234918924,4.635420784001305e-06,0.0953468596019477,2.607604289850577e-06,3.5150873225424594e-06,0.0459496209198692
2013-10-16,4.074925828604759e-05,0.02594660295765552,4.779016634923767e-06,0.0708209191464812,3.6208424763171333e-07,2.3688165748514996e-06,0.008885664742410532
2013-10-17,4.331000512730972e-05,0.016676328697936182,4.928180893293255e-06,0.0601125857506367,2.4363399383657193e-07,1.9693431284001397e-06,0.005625351304402067
2013-10-18,4.389412370256947e-05,0.1450993369140698,4.910176646074493e-06,0.0524558874388228,2.1301842905532247e-06,1.7019263541432325e-06,0.048530056209517815
2013-10-21,4.537559227030445e-05,0.18391711943590927,4.913564776489178e-06,0.0509786343289281,2.746196773468608e-06,1.6544456563633257e-06,0.0605214529676966
2013-10-22,4.151721312514804e-05,0.2291421884528476,4.956240786077599e-06,0.0322480897287936,3.2869670605605075e-06,1.041903992618525e-06,0.07917118739767982
2013-10-23,3.35627382556412e-05,0.3706727074569119,4.8079198295504266e-06,0.0326778728899449,4.708666283912504e-06,1.0309409990951541e-06,0.14029446131741277
2013-10-24,3.8875099990020254e-05,0.632060315166444,4.579313272727515e-06,0.0317190025655005,8.433240005899619e-06,9.983080555181554e-07,0.21693166083340085
2013-10-25,3.370032416492097e-05,0.77920400176751,4.613105864862048e-06,0.0283282061503515,9.71549480964468e-06,8.923432405258199e-07,0.2882908414203814
2013-10-28,3.661436564012045e-05,0.8878567159137052,4.538988771861345e-06,0.019408383255699,1.1445853830339783e-05,6.605864089444685e-07,0.31260554785627387
2013-10-29,3.7813677043200304e-05,0.8616165672319971,4.494106128731381e-06,0.0145546773913807,1.1232079233831017e-05,4.888314156430967e-07,0.29703747723340707
2013-10-30,3.220201193422566e-05,-0.04621366815544731,5.598601970472734e-06,0.0046674075551494,-6.205142238504954e-07,1.5468004986531485e-07,-0.01926942406946277
