Date,Code,Symbol,Close,Volume,Adjustment Factor,Adj_Close,Log_Return,SPY_Return,Beta_45d,Future_Beta_45d,Variance_45d,Variance_45d_MA,Variance_5d_MA,MA_45d,MA_5d,RV_future,RQ_daily,RV_x_RQ,HAR_Pred,Residual,target_multiplier
2010-05-26,59751,SPY,107.17,350000000.0,1.0,107.17,-0.0060282616923317,-0.0060282616923317,1.0000000000000002,1.0000000000000004,0.0001936837641223,8.937888638105662e-05,0.0001935305120293,-0.002027904975938,-0.0083874712447601,0.0002293912503715999,1.3205911687937934e-09,7.038456179544259e-09,0.0001591391932765575,7.02520570950424e-05,1.431854448499714
2010-05-27,59751,SPY,110.76,301000000.0,1.0,110.76,0.0329493395778555,0.0329493395778555,1.0000000000000002,1.0000000000000009,0.0002205830965157,9.215509605467545e-05,0.0001999608443535,-0.0011875506492617,0.0059005653842458,0.0002162983411554743,1.1786554178513492e-06,2.3947801926337355e-07,0.0001938088221062891,2.248951904918522e-05,1.3265828682026832
2010-05-28,59751,SPY,109.369,298000000.0,1.0,109.369,-0.0126382122725479,-0.0126382122725479,1.0000000000000002,1.0000000000000004,0.0002234974141477,9.505127910170293e-05,0.0002057780507296,-0.0014322336097161,0.00046502281985,0.00021301926538555514,2.551188697286718e-08,3.569799248744508e-08,0.00019230893477356956,2.071033061198558e-05,1.2536195866007254
2010-06-01,59751,SPY,107.53,278000000.0,1.0,107.53,-0.0169576076277782,-0.0169576076277782,1.0000000000000002,1.0000000000000004,0.0002288237303639,9.827015802462604e-05,0.000212333915695,-0.0017961113259803,-0.0003345103920487,0.00020659653059767823,8.269101611815009e-08,6.58006563517925e-08,0.00019375390774230397,1.2842622855374262e-05,1.1911741137989074
2010-06-02,59751,SPY,110.33,240000000.0,1.0,110.33,0.0257059963697796,0.0257059963697796,1.0000000000000002,1.0000000000000009,0.0002443303512188,0.0001021072526991,0.0002221836712737,-0.0013650970963785,0.0046062508709954,0.00019257660562150498,4.366543263613668e-07,1.6145306835165978e-07,0.0002076930458740169,-1.5116440252511932e-05,1.1031885419357599
2010-06-03,59751,SPY,110.71,227000000.0,1.0,110.71,0.0034382950991607,0.0034382950991607,1.0000000000000002,1.0000000000000009,0.0002447556803424,0.0001059598690228,0.0002323980545177,-0.0013038386116137,0.0064995622292939,0.00019282655507562357,1.3975668569472794e-10,2.893470615273854e-09,0.00019824933679907946,-5.422781723455895e-06,1.0596745809387338
2010-06-04,59751,SPY,106.82,398000000.0,1.0,106.82,-0.0357689949597511,-0.0357689949597511,1.0,1.0000000000000004,0.0002711223585413,0.0001104026281646,0.0002425059069228,-0.0020228613308029,-0.0072441046782273,0.00016291432822968226,1.6369180963430928e-06,3.4687963920404093e-07,0.0002283879523713354,-6.547362414165313e-05,0.9442239793497098
2010-06-07,59751,SPY,105.49,265000000.0,1.0,105.49,-0.0125290132179068,-0.0125290132179068,1.0,1.0000000000000009,0.0002716670944896,0.0001148486203427,0.0002521398429912,-0.0024527135449726,-0.0072222648672991,0.0001596027467671348,2.4641518643111127e-08,4.264526060960777e-08,0.00021946083496408305,-5.985808819694826e-05,0.8718990986303252
2010-06-08,59751,SPY,106.62,358000000.0,1.0,106.62,0.0106549497008977,0.0106549497008977,1.0,1.0000000000000009,0.000273029865347,0.0001193941108292,0.0002609810699878,-0.0023963008555765,-0.0016997534015639,0.00017622545371018112,1.2888596141583217e-08,3.099652175583856e-08,0.0002124502869540993,-3.622483324391818e-05,0.8577628346945358
2010-06-09,59751,SPY,106.05,268000000.0,1.0,106.05,-0.0053604303839235,-0.0053604303839235,1.0000000000000002,1.0000000000000009,0.0002726864366766,0.0001240182110193,0.0002666522870794,-0.0025677531127575,-0.0079130387523046,0.00017645112029013787,8.256550485021139e-10,7.835430399336987e-09,0.00020558787246469342,-2.913675217455555e-05,0.8579338629832172
2010-06-10,59751,SPY,109.15,318000000.0,1.0,109.15,0.0288124019852614,0.0288124019852614,1.0000000000000002,1.000000000000001,0.0002942366445395,0.0001291809989988,0.0002765484799188,-0.0018001721008012,-0.0028382173750844,0.00015804343466730553,6.891565074188616e-07,2.442618769304242e-07,0.00022833561204713859,-7.029217737983305e-05,0.8026739487228598
2010-06-11,59751,SPY,109.68,214000000.0,1.0,109.68,0.004843952258106,0.004843952258106,1.0000000000000002,1.0000000000000009,0.0002946055668516,0.0001344040852642,0.0002812451215809,-0.0017698414088228,0.0052843720684869,0.0001574593893555861,5.505533586296133e-10,6.912587746759105e-09,0.0002232403541508979,-6.578096479531182e-05,0.7702278626681306
2010-06-14,59751,SPY,109.509,207000000.0,1.0,109.509,-0.0015602975942408,-0.0015602975942408,1.0000000000000002,1.0000000000000009,0.0002930098912355,0.0001396032517656,0.00028551368093,-0.001949510138767,0.0074781151932201,0.00016087803841155913,5.92692941946534e-12,7.133409551954749e-10,0.0002155238002844114,-5.464576187285227e-05,0.7623023688574644
2010-06-15,59751,SPY,112.0,238000000.0,1.0,112.0,0.0224921336352765,0.0224921336352765,1.0000000000000002,1.0000000000000009,0.0003060819150825,0.0001456629608469,0.0002921240908771,-0.0014849745378246,0.0098455519800959,0.0001492556363506971,2.559308391730506e-07,1.5484563961170204e-07,0.0002279258418871753,-7.86702055364782e-05,0.7264825708609848
2010-06-16,59751,SPY,111.96,216000000.0,1.0,111.96,-0.0003572066478418,-0.0003572066478418,0.9999999999999998,1.0000000000000009,0.0003059965382946,0.0001517191888406,0.0002987861112007,-0.0015096090454927,0.0108461967273122,0.00015575736432300814,1.6280889591391415e-14,3.90441146124849e-11,0.00022016667638549063,-6.440931206248249e-05,0.7201390605347362
2010-06-17,59751,SPY,112.14,263000000.0,1.0,112.14,0.0016064260482737,0.0016064260482737,0.9999999999999998,1.0000000000000009,0.0003024491118131,0.0001577110566682,0.0003004286046554,-0.0017246993618859,0.0054050015399147,0.00015574471737256863,6.6595203522327354e-12,7.805015839014358e-10,0.00021153518300511665,-5.5790465632548015e-05,0.7255124289499846
2010-06-18,59751,SPY,111.729,174000000.0,1.0,111.729,-0.0036717943240101,-0.0036717943240101,1.0,1.0000000000000009,0.0003023773358558,0.0001637458838275,0.0003019829584563,-0.0018246239099838,0.0037018522234914,0.00015575929945534138,1.81766307418814e-10,4.076673484229405e-09,0.00020828240182812376,-5.252310237278238e-05,0.7329507725269231
2010-06-21,59751,SPY,111.41,213000000.0,1.0,111.41,-0.0028592063002911,-0.0028592063002911,1.0,1.0000000000000009,0.0002977211053736,0.0001695124926615,0.0003029252012839,-0.0015317121418716,0.0034420704822814,0.00016008899165911752,6.68316169193382e-11,2.4338880984613535e-09,0.00019863614328820538,-3.854715162908786e-05,0.75728081428779
2010-06-22,59751,SPY,109.57,239000000.0,1.0,109.57,-0.0166534756539232,-0.0166534756539232,0.9999999999999998,1.0000000000000004,0.0003020704372347,0.0001754075484455,0.0003021229057143,-0.0019854120052112,-0.0043870513755585,0.00015503916237999556,7.69165056651e-08,8.37756868489575e-08,0.00020425094157287835,-4.921177919288278e-05,0.7578745986196787
2010-06-23,59751,SPY,109.23,255000000.0,1.0,109.23,-0.00310786356185,-0.00310786356185,1.0000000000000002,1.0000000000000004,0.0002993377219127,0.0001812257513501,0.000300791142438,-0.0022520570468673,-0.0049371827583601,0.00015571765288466407,9.329272495857602e-11,2.891247953590023e-09,0.00019952465756304302,-4.380700467837895e-05,0.7653974501381203
2010-06-24,59751,SPY,107.42,269000000.0,1.0,107.42,-0.0167093663781385,-0.0167093663781385,1.0,1.0000000000000004,0.000303971883521,0.0001872278297161,0.0003010956967796,-0.0025828953007844,-0.0086003412436426,0.00015543109559753375,7.79542731939046e-08,8.486983892352435e-08,0.00020457270452902895,-4.91416089314952e-05,0.7635263454869439
2010-06-25,59751,SPY,107.8675,239000000.0,1.0,107.8675,0.004157237596216,0.004157237596216,1.0,1.0000000000000009,0.0003043005703771,0.0001932403281102,0.0003014803436838,-0.0025567155360143,-0.0070345348595973,0.00015960720952474126,2.986891072365401e-10,5.259112472085723e-09,0.0002029645950539508,-4.335738552920955e-05,0.7711440845951331
2010-06-28,59751,SPY,107.53,169000000.0,1.0,107.53,-0.0031337436710945,-0.0031337436710945,0.9999999999999998,1.0000000000000004,0.0003023856197348,0.0001992075658927,0.0003024132465561,-0.0027714021970076,-0.007089442333758,0.0001594547864127048,9.643926226196937e-11,2.9695324381594767e-09,0.00019745862634015066,-3.800383992744587e-05,0.7832744481239439
2010-06-29,59751,SPY,104.21,374000000.0,1.0,104.21,-0.0313617843980989,-0.0313617843980989,0.9999999999999996,1.0000000000000004,0.0003205553334427,0.0002055614551226,0.0003061102257977,-0.0033837964037394,-0.0100311040825931,0.0001562562117356685,9.673932648695835e-07,3.152858912078689e-07,0.0002201229970988239,-6.386678536315538e-05,0.7588025126616593
2010-06-30,59751,SPY,103.22,284000000.0,1.0,103.22,-0.0095454612837549,-0.0095454612837549,0.9999999999999998,1.0000000000000004,0.0003117149416986,0.0002113885309297,0.0003085856697549,-0.0030640341608658,-0.0113186236269741,0.00015519957835938568,8.302094680627082e-09,2.8402165985285465e-08,0.00020271696854593017,-4.751739018654449e-05,0.761067465742893
2010-07-01,59751,SPY,102.76,383000000.0,1.0,102.76,-0.0044664604788981,-0.0044664604788981,0.9999999999999998,1.0000000000000004,0.0003091176431641,0.0002172370907613,0.0003096148216835,-0.0033314557888626,-0.008870042447126,0.00015733864224522462,3.9797334199544466e-10,6.166671080904917e-09,0.0001961183211030662,-3.877967885784159e-05,0.7747995987602143
2010-07-02,59751,SPY,102.2,233000000.0,1.0,102.2,-0.0054644944720787,-0.0054644944720787,0.9999999999999998,1.0000000000000009,0.0003035080781154,0.0002229329245247,0.0003094563232311,-0.0037262330635484,-0.010794388860785,0.00016001499401920485,8.916613946585839e-10,9.062963618216623e-09,0.0001860006572431725,-2.598566322396765e-05,0.8032972747966832
2010-07-06,59751,SPY,102.87,257000000.0,1.0,102.87,0.0065343773733346,0.0065343773733346,0.9999999999999998,1.0000000000000009,0.0003015754886967,0.0002284118439589,0.0003092942970235,-0.0032017903356824,-0.0088607646518992,0.00016012467438765465,1.8231266895774253e-09,1.2876696651618698e-08,0.00018157196616260326,-2.1447291774948616e-05,0.8294914960951079
2010-07-07,59751,SPY,106.1075,254000000.0,1.0,106.1075,0.0309866760088778,0.0309866760088778,1.0,1.0000000000000009,0.0003221128826998,0.0002342850179442,0.0003096058068749,-0.0027989207350503,0.0036089274294961,0.0001403185057179213,9.219342832593485e-07,3.0928444404905666e-07,0.00021096713770610523,-7.064863198818393e-05,0.7747010654750138
2010-07-08,59751,SPY,107.16,211000000.0,1.0,107.16,0.0098703135245913,0.0098703135245913,1.0,1.0000000000000009,0.0003151688150108,0.0002397211312969,0.0003102965815373,-0.0020507886042047,0.0074920823911653,0.0001388889277383195,9.491258284667915e-09,3.070471953805908e-08,0.00019814090343372537,-5.9251975695405863e-05,0.7501208450144491
2010-07-09,59751,SPY,107.96,145000000.0,1.0,107.96,0.0074377434733958,0.0074377434733958,1.0,1.0000000000000009,0.0003167743009296,0.000245169987472,0.0003118279130904,-0.001752744454719,0.0098729231816242,0.00014025297189127346,3.0603054952700497e-09,1.752396318951656e-08,0.0001976455838802516,-5.739261198897815e-05,0.7366200787350718
2010-07-12,59751,SPY,108.03,131000000.0,1.0,108.03,0.0006481781790897,0.0006481781790897,1.0,1.0000000000000009,0.000293024272635,0.0002494979358138,0.0003097311519944,-0.0009881210283733,0.0110954577118579,0.00014030670174681816,1.7651337776435423e-13,1.2310973867381243e-10,0.00016189535245336752,-2.1588650706549364e-05,0.7799635804822679
2010-07-13,59751,SPY,109.66,213000000.0,1.0,109.66,0.0149757036470087,0.0149757036470087,0.9999999999999998,1.0000000000000009,0.0002938971825209,0.0002537375618296,0.0003081954907592,-0.0003218918815832,0.0127837229665927,0.00013594884972585152,5.029779529665679e-08,6.591282066777172e-08,0.00016332627872806967,-2.737742900221814e-05,0.7974343362580197
2010-07-14,59751,SPY,109.651,184000000.0,1.0,109.651,-8.207522655090477e-05,-8.207522655090477e-05,0.9999999999999998,1.0000000000000009,0.0002501078755879,0.0002561689354056,0.0002937944893368,-0.0012814656961585,0.0065699727195069,0.0001359559646023381,4.5378314499407955e-17,1.6848123902868754e-12,0.00010828688874198978,2.7669075860348326e-05,0.9501283571414816
2010-07-15,59751,SPY,109.68,232000000.0,1.0,109.68,0.0002644405047076,0.0002644405047076,1.0,1.0000000000000009,0.0002501017502364,0.0002585950790377,0.0002807810763819,-0.0012123680820043,0.0046487981155302,0.0001366622921936448,4.890034346414336e-15,1.7489310402452647e-11,0.00011897434588691608,1.7687946306728733e-05,1.0163089896636635
2010-07-16,59751,SPY,106.66,283000000.0,1.0,106.66,-0.0279208300816029,-0.0279208300816029,1.0,1.0000000000000009,0.0002602481413417,0.0002611560638244,0.0002694758444644,-0.0021414779096103,-0.0024229165954695,0.00012213886324379601,6.077336763558291e-07,2.0288235986463737e-07,0.00014364667026048374,-2.1507807016687725e-05,0.9609636086814337
2010-07-19,59751,SPY,107.29,187000000.0,1.0,107.29,0.0058892434761987,0.0058892434761987,1.0000000000000002,1.0000000000000009,0.0002591002017621,0.0002636159091231,0.0002626910302898,-0.0017326340410028,-0.0013747035360477,0.00012195751747901585,1.2029235799223268e-09,8.986421195609964e-09,0.00014711611065060321,-2.515859317158736e-05,0.9169718006211172
2010-07-20,59751,SPY,108.48,258000000.0,1.0,108.48,0.0110303755434306,0.0110303755434306,0.9999999999999998,1.0000000000000009,0.0002561524882432,0.0002658516189626,0.0002551420914343,-0.0010814943576483,-0.0021637691567633,0.00012058991792103995,1.4803390488312916e-08,3.116586438526831e-08,0.00014857001355776168,-2.7980095636721727e-05,0.8818714135944037
2010-07-21,59751,SPY,107.07,265000000.0,1.0,107.07,-0.0130829980219068,-0.0130829980219068,1.0000000000000002,1.0000000000000009,0.0002592737103035,0.0002681564207681,0.0002569752583774,-0.0013839317671447,-0.0047639537158345,0.0001179803993512472,2.9297401507812385e-08,4.437854242502509e-08,0.00015105478314694407,-3.307438379569687e-05,0.8482622035770278
2010-07-22,59751,SPY,109.461,275000000.0,1.0,109.461,0.0220854952612169,0.0220854952612169,1.0000000000000002,1.0000000000000009,0.0002677005351302,0.0002705600940587,0.0002604950153561,-0.0005887914672932,-0.0003997427645326,0.00011646228197053516,2.379186958252155e-07,1.305760493398033e-07,0.0001601432876703306,-4.3681005699795444e-05,0.8079207976633702
2010-07-23,59751,SPY,110.41,222000000.0,1.0,110.41,0.00863238801965,0.00863238801965,1.0000000000000004,1.0000000000000009,0.0002689330294771,0.0002730168800136,0.0002622319929832,-0.0002700667888368,0.0069109008557179,0.00011585012538756675,5.552950643788024e-09,2.004038454830575e-08,0.00015977982098157163,-4.3929695594004873e-05,0.7803008830645548
2010-07-26,59751,SPY,111.56,182000000.0,1.0,111.56,0.0103618533082427,0.0103618533082427,1.0000000000000002,1.0000000000000009,0.0002370960909122,0.000274098316814,0.0002578311708132,0.0008155486972834,0.0078054228221266,0.00011390201164058804,1.1527888278980027e-08,2.54565340330687e-08,0.00011464325321425937,-7.412415736713301e-07,0.8513787099600776
2010-07-27,59751,SPY,111.55,205000000.0,1.0,111.55,-8.964188074673748e-05,-8.964188074673748e-05,1.0000000000000004,1.0000000000000009,0.0002327260158573,0.000274949753116,0.0002531458763361,0.0004904566432795,0.0055814193372912,0.00011401569484230479,6.457194066046438e-17,1.870108715353481e-12,0.00011181938452556687,2.1963103167379133e-06,0.9074663360791305
2010-07-28,59751,SPY,110.83,163000000.0,1.0,110.83,-0.0064754250909797,-0.0064754250909797,1.0000000000000009,1.0000000000000009,0.0002296959221092,0.0002756975645954,0.0002472303186972,0.0006345570094418,0.0069029339234766,0.00011316625174035821,1.7582196722086162e-09,9.631409595442204e-09,0.00011215374548304481,1.0125062573133973e-06,0.941320171277261
2010-07-29,59751,SPY,110.29,220000000.0,1.0,110.29,-0.004884235469506,-0.004884235469506,1.0000000000000004,1.0000000000000009,0.0002303675565694,0.0002764816975563,0.0002397637229851,0.0005037475533515,0.001508987777332,0.00011271360677806387,5.690971001323253e-10,5.495592247844006e-09,0.00011949735735038245,-6.783750572318578e-06,0.9419570999784046
2010-07-30,59751,SPY,110.27,220000000.0,1.0,110.27,-0.0001813565474684,-0.0001813565474684,1.0000000000000004,1.0000000000000009,0.0002293912503716,0.0002772751972508,0.0002318553671639,0.0006336787787929,-0.0002537611360916,0.00011426019059190767,1.0817650790682355e-15,7.544723485831088e-12,0.00012470600304082926,-1.0445812448921587e-05,0.9333835635430607
2010-08-02,59751,SPY,112.76,188000000.0,1.0,112.76,0.0223297624753247,0.0223297624753247,1.0000000000000009,1.0000000000000004,0.0002162983411554,0.000277179980465,0.0002276958172126,0.0003976881765144,0.0021398206973247,0.00011202941633794858,2.486202013208514e-07,1.0785030947355436e-07,0.0001083635236191008,3.6658927188477783e-06,0.9668655697284922
2010-08-03,59751,SPY,112.22,147000000.0,1.0,112.22,-0.0048004359230859,-0.0048004359230859,1.0000000000000004,1.0000000000000004,0.0002130192653855,0.0002769471327147,0.0002237544671182,0.0005718609842802,0.0011976618888569,0.0001113580907128221,5.310344646948541e-10,4.908855371110765e-09,0.0001068751168907443,4.482973822077802e-06,0.9918923491569736
2010-08-04,59751,SPY,112.97,158000000.0,1.0,112.97,0.0066610664160113,0.0066610664160113,1.0000000000000004,1.0000000000000004,0.0002065965305976,0.0002764531949421,0.0002191345888159,0.0010967204074756,0.0038249601902551,0.00011061690452523467,1.9686796665978134e-09,9.166647941262191e-09,0.00010125227687751096,9.364627647723712e-06,1.0254242560263533
2010-08-05,59751,SPY,112.85,140000000.0,1.0,112.85,-0.0010627934752927,-0.0010627934752927,1.0000000000000009,1.0000000000000002,0.0001925766056215,0.0002753031117066,0.0002115763986263,0.0005018584109184,0.0045892485890977,0.0001111035154410369,1.2758379556690443e-12,2.1752104778695234e-10,8.678407237115252e-05,2.431944306988438e-05,1.110359283045056
2010-08-06,59751,SPY,112.392,240000000.0,1.0,112.392,-0.0040667427141943,-0.0040667427141943,1.0000000000000009,1.0000000000000004,0.0001928265550756,0.0002741491311451,0.0002042634595671,0.0003350797928438,0.0038121713557526,0.00011057259631019768,2.7351855229004876e-10,3.189041985669768e-09,9.39198259906296e-05,1.6652770319568078e-05,1.1326756420360147
2010-08-09,59751,SPY,112.992,121000000.0,1.0,112.992,0.0053242591966256,0.0053242591966256,1.0000000000000004,1.0000000000000002,0.0001629143282296,0.0002717445082493,0.000193586656982,0.0012482632185411,0.0004110707000127,0.00011022582899205706,8.035941359204526e-10,4.618252366105582e-09,5.825807701230564e-05,5.1967751979751416e-05,1.3857926144060198
2010-08-10,59751,SPY,112.375,243000000.0,1.0,112.375,-0.0054755269541915,-0.0054755269541915,1.0000000000000009,1.0000000000000002,0.0001596027467671,0.0002692541894111,0.0001829033532583,0.0014050073577348,0.0002760524937916,0.00011035344797202654,8.988840716948294e-10,4.78511306191256e-09,6.329829115546885e-05,4.7055156816557694e-05,1.5049909011794655
2010-08-11,59751,SPY,109.3,273000000.0,1.0,109.3,-0.0277450976092914,-0.0277450976092914,1.0000000000000009,1.0000000000000004,0.0001762254537101,0.0002671029802636,0.0001768291378808,0.0005516729730639,-0.0066051803112689,9.175877421803407e-05,5.925773235924533e-07,1.3565666978844455e-07,9.467492715010611e-05,-2.916152932072046e-06,1.326393352565288
2010-08-12,59751,SPY,108.63,240000000.0,1.0,108.63,-0.0061487827368334,-0.0061487827368334,1.0000000000000009,1.0000000000000004,0.0001764511202901,0.0002649644176772,0.0001736040408145,0.0005341540318881,-0.007622378163577,9.036468107404692e-05,1.4294092600334222e-09,6.6711808729971145e-09,9.847902631063634e-05,-8.114345236589422e-06,1.1901300069587553
2010-08-13,59751,SPY,108.31,159000000.0,1.0,108.31,-0.0029501265980136,-0.0029501265980136,1.000000000000001,1.0000000000000002,0.0001580434346673,0.0002619379019023,0.0001666474167328,-0.000171679936629,-0.0073990549403408,9.004767046495681e-05,7.57465073735943e-11,1.3754910398360088e-09,7.732804666328645e-05,1.2719623801670364e-05,1.1815830509098897
2010-08-16,59751,SPY,108.26,148000000.0,1.0,108.26,-0.0004617444788139,-0.0004617444788139,1.0000000000000009,1.0000000000000009,0.0001574593893555,0.000258890209069,0.000165556428958,-0.0002895843085605,-0.0085562556754288,9.504789693146145e-05,4.545763579154798e-14,3.3571595772312414e-11,7.829072562238207e-05,1.6757171309079378e-05,1.1924012862858722
2010-08-17,59751,SPY,109.59,172000000.0,1.0,109.59,0.012210388106469,0.012210388106469,1.0000000000000009,1.0000000000000002,0.0001608780384115,0.0002559539456729,0.0001658114872869,1.643092923295971e-05,-0.0050190726632966,9.399253946682831e-05,2.22288949145466e-08,2.39858823218338e-08,8.416000459040201e-05,9.832534876426296e-06,1.1672113389090661
2010-08-18,59751,SPY,109.79,183000000.0,1.0,109.79,0.0018233207713402,0.0018233207713402,1.0000000000000009,1.0000000000000002,0.0001492556363506,0.0002524689172567,0.000160417523815,-0.0004428760232989,0.0008946110128296,9.399928658409464e-05,1.1052291175450799e-11,4.9620015934357e-10,7.214819171084196e-05,2.1851094873252678e-05,1.212428915424543
2010-08-19,59751,SPY,107.88,266000000.0,1.0,107.88,-0.0175499519751119,-0.0175499519751119,1.0000000000000009,1.0000000000000002,0.000155757364323,0.0002491302689462,0.0001562787726216,-0.0008249370305716,-0.001385622834826,8.545237706406383e-05,9.48645016271633e-08,4.797339504918131e-08,8.670326094611502e-05,-1.2508838820511853e-06,1.1368102156817899
2010-08-20,59751,SPY,107.53,210000000.0,1.0,107.53,-0.0032496198690942,-0.0032496198690942,1.0000000000000009,1.0000000000000002,0.0001557447173725,0.000245870171292,0.0001558190291626,-0.0009328491620686,-0.0014455214890421,8.48118445406418e-05,1.1151421868193942e-10,1.6446687777788912e-09,8.804864153042699e-05,-3.2367969897851835e-06,1.0789529890306544
2010-08-23,59751,SPY,107.1236,163000000.0,1.0,107.1236,-0.0037865704146966,-0.0037865704146966,1.0000000000000009,1.0000000000000002,0.0001557592994553,0.0002426119927053,0.0001554790111826,-0.0009353997418617,-0.0021104866762187,8.408389981445443e-05,2.0558155624778575e-10,2.233294826638936e-09,8.933009204302195e-05,-5.24619222856752e-06,1.0330592716040405
2010-08-24,59751,SPY,105.53,281000000.0,1.0,105.53,-0.0149880353047394,-0.0149880353047394,1.0000000000000009,1.0000000000000004,0.0001600889916591,0.0002395535012894,0.0001553212018321,-0.0012049292752939,-0.0075501713584604,7.783283267955748e-05,5.046366976904393e-08,3.5962583560672904e-08,9.699043117909589e-05,-1.9157598499538415e-05,0.9561993476060218
2010-08-25,59751,SPY,105.94,272000000.0,1.0,105.94,0.0038776234333817,0.0038776234333817,1.0000000000000004,1.0000000000000004,0.0001550391623799,0.000236286139626,0.000156477907038,-0.0007486826289093,-0.007139310826052,7.791525793626037e-05,2.2608019810601938e-10,2.331163185236588e-09,8.921878835228338e-05,-1.1303530416023017e-05,0.9285680626977706
2010-08-26,59751,SPY,105.23,224000000.0,1.0,105.23,-0.0067244653636597,-0.0067244653636597,1.0000000000000004,1.0000000000000004,0.0001557176528846,0.0002330945825364,0.0001564699647503,-0.0008290515578384,-0.0049742135037616,7.603176731223235e-05,2.0447068120342333e-09,7.041308476097817e-09,9.120444962870485e-05,-1.5172682316472497e-05,0.8969257037845214
2010-08-27,59751,SPY,106.86,273000000.0,1.0,106.86,0.0153711357769045,0.0153711357769045,1.0000000000000004,1.0000000000000002,0.0001554310955975,0.0002297936761381,0.0001564072403953,-0.0001161515099486,-0.0012500623745619,7.235260950688642e-05,5.58243705974332e-08,3.672398707545608e-08,9.179489748862578e-05,-1.944228798173936e-05,0.8606833351998407
